territory,gender,birthdate,ypc,current_premium,indicated_premium,selected_premium,underlying_premium,fixed_expenses,underlying_total_premium,cgr_factor,cgr
1133,F,1/17/1958,1,2434.92,2908.72,2901.63,2101.55,179.58,2281.13,1.30,DFY
1133,M,11/13/1958,1,609.73,558.73,608.26,404.78,147.58,552.36,1.14,1BV
1133,F,11/27/1958,1,997.56,1310.73,1046.28,713.25,175.98,889.23,1.22,T9R
1133,F,12/24/1958,1,886.34,748.98,885.19,637.78,152.08,789.86,1.15,63W
1133,F,1/17/1959,1,1693.77,2024.93,1772.34,1305.31,195.38,1500.69,1.21,OLT
1133,M,2/10/1961,1,742.78,642.86,740.53,518.42,147.58,666.00,1.14,LIQ
1133,F,3/11/1961,1,2901.49,4801.45,3470.47,2757.66,188.27,2945.93,1.19,TP1
1133,M,9/26/1961,1,2409.22,2692.55,2524.42,1952.10,166.07,2118.17,1.21,OLT
1133,M,12/12/1961,1,744.52,761.84,759.25,519.06,147.58,666.64,1.18,TP5
1133,F,1/12/1962,1,1978.51,1373.18,1973.24,1563.55,175.98,1739.53,1.15,63W
1133,M,2/26/1962,1,1195.08,1130.94,1192.00,1037.97,174.48,1212.45,0.98,0UZ
1133,M,10/28/1962,1,1512.91,1623.05,1586.92,1241.95,180.48,1422.43,1.13,096
1133,F,1/3/1963,1,2537.40,1602.69,2536.38,2066.42,161.08,2227.50,1.15,63W
1133,F,1/17/1963,1,1655.86,1840.59,1738.28,1338.49,113.17,1451.66,1.21,93R
1133,F,7/26/1963,1,878.86,729.23,876.15,745.19,81.17,826.36,1.07,BA2
1133,M,8/21/1963,1,1348.39,1668.39,1414.79,1127.49,137.97,1265.46,1.13,096
1133,M,10/4/1963,1,2491.46,2802.42,2607.69,2091.30,81.17,2172.47,1.21,OLT
1133,M,11/7/1963,1,1636.63,1950.78,1717.85,1580.66,81.17,1661.83,1.04,146
1133,F,1/7/1964,1,1434.79,1261.72,1434.65,1316.18,137.97,1454.15,0.99,XHO
1133,M,2/4/1965,1,1498.23,1824.34,1569.24,1205.23,204.38,1409.61,1.13,096
1133,M,9/19/1966,1,1498.70,2370.04,1567.71,1168.48,204.38,1372.86,1.17,4PO
1133,M,2/20/1967,1,716.79,706.18,715.74,494.28,147.58,641.86,1.15,63W
1133,M,10/17/1967,1,590.91,515.21,589.64,446.35,152.08,598.43,0.98,0UZ
1133,M,1/3/1968,1,1286.37,1317.16,1315.35,1156.21,147.58,1303.79,1.01,W5X
1133,M,1/26/1971,1,2257.80,2959.82,2699.90,2030.22,147.58,2177.80,1.26,QTH
1133,M,4/26/1972,1,551.85,534.60,550.34,410.86,147.58,558.44,0.98,0UZ
1133,M,7/5/1972,1,1298.42,1545.39,1360.41,1235.46,81.17,1316.63,1.04,146
1133,F,4/16/1973,1,1324.62,834.76,1323.71,1155.83,40.59,1196.42,1.11,23Q
1133,F,1/29/1974,1,2300.92,2921.84,2759.20,1902.16,195.38,2097.54,1.35,JZF
1133,M,8/26/1974,1,1821.82,1922.05,1906.54,1596.05,108.07,1704.12,1.13,2DQ
1133,M,9/27/1974,1,446.19,492.81,467.06,364.71,76.04,440.75,1.07,FKQ
1133,F,7/17/1975,1,826.19,1989.22,867.24,660.99,175.98,836.97,1.05,DGY
1133,F,4/1/1976,1,1185.87,2056.17,1244.87,1031.51,171.48,1202.99,1.04,S0J
1133,M,6/29/1976,1,1009.74,1293.17,1058.03,866.91,81.17,948.08,1.13,2DQ
1133,F,10/21/1977,1,1729.02,1993.07,1810.80,1323.10,204.38,1527.48,1.21,93R
1133,M,8/24/1978,1,1079.23,979.79,1078.30,926.10,147.58,1073.68,1.00,7F7
1133,F,12/16/1979,1,1506.07,1579.63,1573.82,1179.57,204.38,1383.95,1.16,NBP
1133,M,4/24/1980,1,1038.70,1977.12,1086.90,962.62,90.17,1052.79,1.04,146
1133,F,8/1/1980,1,993.39,1191.19,1040.70,708.68,175.98,884.66,1.22,T9R
1133,F,6/27/1981,1,992.19,1073.05,1041.27,709.14,175.98,885.12,1.22,T9R
1133,M,7/14/1981,1,965.43,1503.32,1011.82,685.01,175.98,860.99,1.22,T9R
1133,M,2/16/1982,1,1888.27,1631.13,1886.13,1673.40,204.38,1877.78,1.00,7F7
1133,F,5/24/1982,1,1076.15,928.07,1073.09,944.11,147.58,1091.69,0.98,0UZ
1133,M,6/25/1982,1,924.79,1193.18,967.33,756.15,180.48,936.63,1.04,S0J
1133,M,10/19/1982,1,2547.62,1921.57,2536.86,2035.36,208.88,2244.24,1.14,LIQ
1133,F,3/2/1983,1,1203.03,1552.43,1260.03,955.06,178.48,1133.54,1.13,096
1133,F,5/20/1983,1,1312.18,1415.06,1377.74,1024.89,175.98,1200.87,1.17,AOU
1133,M,11/18/1983,1,774.66,628.50,772.54,515.19,183.28,698.47,1.14,LIQ
1133,M,6/13/1985,1,1082.15,1614.55,1134.71,921.32,175.98,1097.30,1.04,S0J
1133,M,1/25/1986,1,1211.20,1503.12,1267.56,1078.75,150.58,1229.33,1.04,146
1133,F,7/5/1986,1,629.91,817.89,660.29,485.96,152.08,638.04,1.05,DGY
1133,F,12/12/1986,1,1470.00,1441.38,1465.81,1146.81,147.58,1294.39,1.15,63W
1133,F,8/31/1987,1,1154.35,1838.56,1210.83,994.47,175.98,1170.45,1.04,S0J
1133,M,12/9/1987,1,1408.05,1662.50,1475.67,1319.34,109.57,1428.91,1.04,146
1133,M,1/8/1988,1,1228.56,1571.91,1285.24,979.53,175.98,1155.51,1.13,096
1133,F,10/5/1988,1,1483.29,1105.42,1477.16,1121.71,187.78,1309.49,1.15,63W
1133,F,1/9/1989,1,764.54,901.33,802.74,531.86,175.98,707.84,1.18,TP5
1133,M,5/18/1992,1,1217.28,1396.82,1274.88,963.93,183.28,1147.21,1.13,096
1133,M,7/16/1939,2,921.87,728.63,920.18,691.76,128.97,820.73,1.14,LIQ
1133,F,6/1/1943,2,3171.15,2845.36,3161.83,2587.31,187.78,2775.09,1.15,63W
1133,M,1/7/1944,2,668.64,695.04,692.87,462.71,171.48,634.19,1.13,2DQ
1133,F,6/24/1947,2,1008.54,1686.18,1058.78,834.22,114.07,948.29,1.13,096
1133,F,6/28/1947,2,1037.28,792.43,1034.57,875.85,175.98,1051.83,0.98,0UZ
1133,F,3/8/1948,2,2031.34,2114.84,2109.14,1595.17,201.08,1796.25,1.20,5JO
1133,M,7/23/1949,2,577.82,676.97,605.69,496.59,81.17,577.76,1.06,3YN
1133,M,1/7/1950,2,2258.75,2647.56,2365.85,1920.51,201.77,2122.28,1.13,2DQ
1133,F,2/28/1950,2,1526.10,1149.94,1524.34,1257.64,175.98,1433.62,1.07,FKQ
1133,F,9/27/1952,2,2715.23,1749.92,2706.68,2523.63,232.78,2756.41,0.98,0UZ
1133,M,3/25/1953,2,821.99,679.07,821.42,578.60,201.08,779.68,1.07,FKQ
1133,F,6/18/1955,2,2296.98,2127.30,2294.01,2161.06,122.17,2283.23,1.00,7F7
1133,M,8/2/1955,2,590.66,584.54,589.10,424.33,106.17,530.50,1.14,1BV
1133,M,11/27/1955,2,1433.27,1141.92,1431.47,1072.85,204.38,1277.23,1.14,LIQ
1133,M,12/4/1955,2,1842.43,1322.08,1836.26,1570.95,109.57,1680.52,1.10,1AC
1133,M,7/20/1956,2,1517.53,798.27,1511.60,1445.41,94.67,1540.08,0.98,0UZ
1133,F,1/19/1957,2,910.60,1170.14,954.94,730.17,175.98,906.15,1.07,BA2
1133,M,7/1/1959,2,1536.25,918.76,1533.97,1175.05,183.28,1358.33,1.15,63W
1133,F,5/26/1961,2,568.82,648.83,596.55,390.33,175.98,566.31,1.08,QLV
1133,M,4/11/1962,2,2129.69,2405.51,2229.13,1837.96,218.98,2056.94,1.09,EKR
1133,F,9/2/1962,2,773.30,1029.49,811.45,583.32,147.58,730.90,1.14,1BV
1133,M,2/4/1963,2,3988.95,4377.48,4171.75,3315.66,166.07,3481.73,1.21,OLT
1133,M,1/7/1966,2,586.76,567.44,584.70,445.91,147.58,593.49,0.98,0UZ
1133,M,2/11/1967,2,927.51,1001.99,970.35,654.27,175.98,830.25,1.21,93R
1133,F,4/7/1967,2,2016.14,1718.32,2010.67,1818.52,227.98,2046.50,0.98,0UZ
1133,F,9/10/1967,2,1623.60,1065.15,1619.69,1295.47,137.97,1433.44,1.14,LIQ
1133,F,2/22/1969,2,3043.20,3175.40,3174.12,2710.54,134.97,2845.51,1.12,I85
1133,M,5/10/1969,2,1623.81,2182.71,1703.92,1270.73,161.08,1431.81,1.21,93R
1133,F,8/12/1970,2,357.01,350.39,356.21,257.81,81.17,338.98,1.07,BA2
1133,M,9/16/1970,2,2302.41,1816.17,2297.95,1799.49,229.48,2028.97,1.15,63W
1133,M,9/18/1970,2,1506.02,1182.56,1501.43,1326.18,201.38,1527.56,0.98,0UZ
1133,M,3/9/1971,2,784.83,785.94,785.29,594.80,147.58,742.38,1.07,FKQ
1133,M,3/21/1972,2,1320.46,1128.93,1316.40,1163.34,175.98,1339.32,0.98,0UZ
1133,M,8/31/1973,2,740.27,1004.71,774.61,669.71,81.17,750.88,1.04,146
1133,M,7/21/1974,2,1292.28,1115.86,1287.83,1056.18,161.08,1217.26,1.07,BA2
1133,F,3/3/1975,2,1696.84,2942.85,1773.54,1361.28,128.97,1490.25,1.21,OLT
1133,M,4/20/1976,2,824.79,1314.41,864.52,604.99,175.98,780.97,1.14,1BV
1133,F,10/28/1977,2,1648.85,1176.62,1643.17,1280.32,171.48,1451.80,1.15,63W
1133,M,12/31/1977,2,688.88,604.77,686.47,471.15,147.58,618.73,1.14,LIQ
1133,M,6/29/1978,2,944.94,1952.01,991.26,716.36,175.98,892.34,1.14,1BV
1133,M,10/8/1978,2,1540.71,1413.07,1533.86,1423.95,137.97,1561.92,0.98,0UZ
1133,M,8/19/1979,2,1246.85,1272.04,1271.18,958.23,147.58,1105.81,1.17,AOU
1133,F,10/27/1980,2,1401.64,1760.44,1467.33,1140.32,175.98,1316.30,1.13,096
1133,F,3/18/1981,2,1014.81,1406.61,1064.47,770.51,128.97,899.48,1.21,93R
1133,F,7/23/1981,2,951.43,814.00,950.76,670.90,179.58,850.48,1.15,63W
1133,M,3/5/1982,2,777.32,787.06,785.24,640.84,147.58,788.42,1.00,XHZ
1133,F,7/18/1982,2,1017.35,1478.91,1066.53,728.78,177.28,906.06,1.22,T9R
1133,F,12/3/1982,2,974.99,1004.07,1001.95,697.75,171.48,869.23,1.19,TP1
1133,F,5/23/1983,2,685.72,496.33,685.27,482.69,152.08,634.77,1.10,QMY
1133,M,10/24/1984,2,876.19,1028.97,917.76,614.66,171.48,786.14,1.21,93R
1133,M,4/26/1986,2,627.35,1257.36,657.54,461.66,147.58,609.24,1.10,QMY
1133,M,8/13/1986,2,1475.82,998.87,1470.53,1320.57,175.98,1496.55,0.98,0UZ
1133,F,6/19/1987,2,1396.70,1152.23,1392.67,1101.45,175.98,1277.43,1.10,QMY
1133,F,3/3/1988,2,1567.40,2266.71,1642.87,1444.11,147.58,1591.69,1.04,146
1133,F,6/1/1988,2,899.96,1770.45,944.64,700.35,147.58,847.93,1.14,1BV
1133,M,8/17/1991,2,1436.18,2950.09,1503.23,1161.60,187.78,1349.38,1.13,096
1133,F,2/24/1944,3,1068.22,751.42,1067.78,779.70,175.98,955.68,1.14,LIQ
1133,M,1/28/1948,3,1612.73,1391.29,1607.75,1321.87,147.58,1469.45,1.10,QMY
1133,M,9/2/1950,3,2399.30,2242.01,2391.70,1986.88,119.17,2106.05,1.14,LIQ
1133,M,4/14/1952,3,2432.82,3018.02,2907.43,2192.89,81.17,2274.06,1.29,UGE
1133,F,1/3/1953,3,637.31,531.95,635.71,430.94,175.98,606.92,1.07,BA2
1133,F,3/8/1953,3,21.52,30.52,22.55,20.01,0.00,20.01,1.13,2DQ
1133,M,2/5/1954,3,1542.28,1304.48,1541.24,1282.37,166.37,1448.74,1.07,FKQ
1133,F,1/13/1956,3,1402.87,1475.43,1470.45,1085.12,204.38,1289.50,1.17,4PO
1133,M,2/29/1956,3,1692.37,1562.73,1691.85,1290.13,208.88,1499.01,1.15,63W
1133,M,8/24/1957,3,3024.92,3183.93,3173.07,2839.94,232.48,3072.42,1.04,146
1133,M,6/2/1958,3,1935.12,2897.09,2317.94,1664.57,204.38,1868.95,1.27,J7G
1133,M,4/26/1960,3,2850.33,4674.72,3410.04,2557.29,81.17,2638.46,1.30,EN6
1133,F,7/5/1960,3,1899.07,2851.64,1986.11,1716.40,208.88,1925.28,1.04,146
1133,M,8/11/1960,3,588.66,569.05,586.91,382.07,152.08,534.15,1.14,1BV
1133,F,7/14/1961,3,1491.11,4068.75,1561.36,1237.98,166.37,1404.35,1.13,2DQ
1133,M,4/11/1962,3,781.33,1184.11,819.21,569.14,171.48,740.62,1.14,1BV
1133,M,1/2/1963,3,1377.10,2381.24,1443.01,1287.80,109.57,1397.37,1.04,146
1133,M,3/6/1964,3,1580.23,2428.73,1657.84,1400.22,171.48,1571.70,1.06,6NS
1133,F,10/10/1965,3,991.00,1452.40,1039.78,809.70,175.98,985.68,1.07,BA2
1133,F,8/1/1966,3,1672.70,1762.18,1749.11,1325.65,147.58,1473.23,1.21,OLT
1133,F,7/21/1968,3,790.71,617.79,789.72,537.85,171.48,709.33,1.15,63W
1133,M,3/21/1969,3,951.95,939.48,948.17,723.83,175.98,899.81,1.07,BA2
1133,M,2/25/1971,3,1213.88,918.49,1210.34,996.20,147.58,1143.78,1.07,BA2
1133,M,5/5/1972,3,944.04,1120.38,989.51,721.04,114.07,835.11,1.21,93R
1133,M,2/14/1974,3,1099.42,922.51,1096.88,959.20,156.58,1115.78,0.98,0UZ
1133,F,2/11/1975,3,1482.93,1184.75,1479.23,1358.42,147.58,1506.00,0.98,0UZ
1133,F,5/20/1975,3,565.65,642.47,593.38,397.52,152.08,549.60,1.11,23Q
1133,M,9/26/1978,3,2348.05,4143.45,2812.94,1909.81,147.58,2057.39,1.40,ISP
1133,F,7/4/1979,3,1764.79,1211.15,1758.87,1459.54,81.17,1540.71,1.15,63W
1133,F,9/22/1979,3,814.94,872.72,855.37,649.64,175.98,825.62,1.05,DGY
1133,M,12/19/1980,3,880.68,1098.34,921.26,716.20,175.98,892.18,1.04,S0J
1133,F,5/2/1982,3,638.34,497.62,637.96,426.61,147.58,574.19,1.15,63W
1133,M,1/13/1983,3,2003.90,3803.72,2393.56,1794.19,137.97,1932.16,1.26,QTH
1133,F,5/9/1984,3,1103.47,1279.11,1157.08,942.82,175.98,1118.80,1.04,S0J
1133,F,5/26/1984,3,860.23,726.09,857.14,699.44,171.48,870.92,0.98,0UZ
1133,M,7/5/1984,3,1591.35,1381.37,1590.37,1234.38,171.48,1405.86,1.15,63W
1133,F,8/30/1984,3,1612.04,1827.37,1687.42,1400.26,109.57,1509.83,1.13,2DQ
1133,F,5/2/1986,3,1154.43,1540.18,1210.37,851.96,175.98,1027.94,1.21,93R
1133,F,7/9/1987,3,1018.04,1237.35,1065.70,809.47,175.98,985.45,1.10,1AC
1133,M,6/6/1988,3,848.92,1143.49,889.17,626.65,175.98,802.63,1.14,1BV
1133,M,7/15/1990,3,857.18,817.15,855.20,615.60,147.58,763.18,1.15,63W
1133,M,2/11/1993,3,774.12,1356.22,810.16,581.11,152.08,733.19,1.13,096
1133,F,7/24/1941,4,745.85,454.09,742.93,516.58,152.08,668.66,1.14,LIQ
1133,M,3/23/1942,4,800.03,825.92,824.76,581.52,175.98,757.50,1.12,IE8
1133,M,12/27/1946,4,832.21,735.88,828.50,656.65,81.17,737.82,1.14,1BV
1133,F,11/3/1952,4,721.61,884.13,757.37,480.55,168.08,648.63,1.23,HRC
1133,M,7/25/1953,4,1838.01,2220.92,1926.88,1445.80,171.48,1617.28,1.21,93R
1133,F,6/24/1954,4,2843.45,3941.35,3402.93,2439.37,147.58,2586.95,1.33,OD0
1133,M,6/7/1957,4,1058.82,1248.07,1108.97,915.23,156.58,1071.81,1.04,S0J
1133,M,12/11/1957,4,1934.65,1619.08,1929.24,1510.33,201.77,1712.10,1.14,LIQ
1133,M,8/19/1958,4,1084.86,1173.99,1136.54,936.59,81.17,1017.76,1.13,2DQ
1133,M,5/23/1959,4,1681.60,2122.58,1764.81,1539.42,81.17,1620.59,1.09,EKR
1133,M,9/25/1960,4,2631.27,2903.01,2753.80,2209.82,188.27,2398.09,1.16,NBP
1133,F,12/24/1962,4,1964.02,2097.58,2059.36,1855.63,137.97,1993.60,1.04,146
1133,F,1/9/1963,4,1222.12,2147.88,1279.31,952.18,128.97,1081.15,1.21,OLT
1133,M,2/17/1965,4,1958.22,1381.27,1953.02,1841.73,147.58,1989.31,0.98,0UZ
1133,F,10/16/1966,4,2137.61,3344.47,2563.58,1870.31,128.97,1999.28,1.30,EN6
1133,M,1/8/1967,4,1339.49,495.53,1337.50,1035.19,147.58,1182.77,1.15,63W
1133,M,3/7/1967,4,596.32,723.54,623.76,473.53,90.17,563.70,1.13,2DQ
1133,M,6/5/1967,4,3068.04,3782.19,3664.43,2498.51,194.77,2693.28,1.39,KJL
1133,M,12/25/1967,4,710.19,943.58,743.78,548.08,159.08,707.16,1.07,BA2
1133,M,4/2/1974,4,1110.94,1227.93,1166.34,996.89,128.97,1125.86,1.04,S0J
1133,M,12/10/1974,4,1258.95,1980.31,1316.76,1020.36,90.17,1110.53,1.20,TPC
1133,F,8/6/1975,4,1076.68,1145.00,1126.95,864.83,147.58,1012.41,1.13,096
1133,F,11/9/1975,4,1834.69,2768.97,1921.58,1557.67,113.17,1670.84,1.16,NBP
1133,F,12/2/1975,4,2181.20,3082.42,2613.77,1980.67,232.78,2213.45,1.20,TPC
1133,F,12/14/1978,4,1621.75,1031.54,1616.73,1498.68,147.58,1646.26,0.98,0UZ
1133,M,1/29/1979,4,2378.65,2820.18,2806.96,2062.01,95.97,2157.98,1.31,8GM
1133,M,9/11/1979,4,1501.50,2070.35,1572.69,1385.61,137.97,1523.58,1.04,146
1133,M,2/7/1980,4,1132.56,1335.68,1184.91,1040.70,85.67,1126.37,1.06,3YN
1133,M,5/12/1982,4,880.96,1416.98,922.57,617.98,175.98,793.96,1.21,OLT
1133,F,3/7/1983,4,751.91,759.60,759.24,499.90,175.98,675.88,1.17,4PO
1133,F,8/2/1983,4,906.87,1015.54,950.75,726.25,175.98,902.23,1.07,BA2
1133,F,1/16/1984,4,461.41,549.20,483.11,317.66,147.58,465.24,1.06,3YN
1133,F,7/17/1985,4,929.27,825.49,926.84,656.48,175.98,832.46,1.14,LIQ
1133,F,3/27/1986,4,901.72,1053.57,943.67,745.33,168.08,913.41,1.04,S0J
1133,M,6/24/1988,4,894.77,900.32,897.47,742.47,147.58,890.05,1.01,W5X
1133,F,5/12/1922,5,392.21,356.11,391.31,248.63,147.58,396.21,0.98,0UZ
1133,M,9/26/1925,5,1943.33,1535.57,1940.73,1702.66,229.58,1932.24,1.00,7F7
1133,F,6/20/1926,5,687.22,761.33,720.14,532.19,163.58,695.77,1.05,DGY
1133,M,8/30/1928,5,704.58,608.93,702.56,517.37,195.38,712.75,0.98,0UZ
1133,F,4/15/1929,5,630.72,503.54,628.89,462.01,175.98,637.99,0.98,0UZ
1133,M,1/18/1931,5,613.31,982.85,642.21,383.87,171.48,555.35,1.23,HRC
1133,F,2/8/1931,5,544.84,596.25,571.05,329.84,166.58,496.42,1.23,HRC
1133,M,2/19/1931,5,1454.35,1033.22,1454.03,1326.10,147.58,1473.68,0.99,XHO
1133,M,6/21/1931,5,1158.44,1125.74,1154.91,1003.20,171.48,1174.68,0.98,0UZ
1133,M,4/14/1932,5,664.63,500.08,663.69,444.65,152.58,597.23,1.15,63W
1133,F,10/8/1932,5,677.65,453.38,676.60,456.31,152.08,608.39,1.15,63W
1133,M,4/30/1933,5,1183.67,1211.78,1210.51,853.79,204.38,1058.17,1.18,TP5
1133,M,9/28/1933,5,843.13,750.86,841.13,656.57,90.17,746.74,1.14,LIQ
1133,M,9/2/1934,5,857.71,780.05,854.97,593.64,175.98,769.62,1.14,LIQ
1133,F,11/8/1934,5,796.73,850.90,834.38,615.32,190.88,806.20,1.05,DGY
1133,M,2/6/1935,5,867.11,666.39,866.12,578.56,204.38,782.94,1.14,LIQ
1133,F,11/18/1936,5,534.00,394.35,532.69,332.77,152.08,484.85,1.14,LIQ
1133,M,3/24/1937,5,599.56,626.37,625.67,452.37,152.58,604.95,1.05,DGY
1133,M,5/6/1937,5,862.40,1055.03,903.97,679.06,134.97,814.03,1.13,096
1133,M,8/24/1937,5,938.85,1159.44,985.29,690.20,175.98,866.18,1.17,AOU
1133,F,9/1/1937,5,798.34,794.28,796.00,656.86,152.08,808.94,0.98,0UZ
1133,M,3/3/1938,5,742.88,452.05,741.50,605.86,147.58,753.44,0.98,0UZ
1133,M,3/14/1938,5,838.72,641.87,836.39,702.65,147.58,850.23,0.98,0UZ
1133,F,5/22/1938,5,1423.55,1100.38,1420.98,1267.08,147.58,1414.66,1.00,7F7
1133,M,7/5/1938,5,1023.93,1559.02,1071.98,767.94,175.98,943.92,1.17,4PO
1133,F,7/10/1938,5,733.07,665.16,732.39,518.97,175.98,694.95,1.07,FKQ
1133,M,8/13/1938,5,971.61,862.39,968.29,812.83,171.48,984.31,0.98,0UZ
1133,M,11/20/1938,5,766.05,1029.81,804.17,576.92,147.58,724.50,1.14,1BV
1133,M,12/19/1938,5,860.63,1142.81,902.91,672.74,90.17,762.91,1.21,OLT
1133,M,4/22/1939,5,1105.78,775.09,1104.21,951.88,147.58,1099.46,1.00,7F7
1133,F,7/26/1939,5,784.89,760.59,782.63,643.22,152.08,795.30,0.98,0UZ
1133,M,11/8/1939,5,670.79,501.74,668.46,430.58,175.98,606.56,1.14,LIQ
1133,M,3/1/1940,5,1087.05,617.35,1084.34,840.44,123.07,963.51,1.14,LIQ
1133,F,3/31/1940,5,882.77,866.33,882.36,650.82,137.97,788.79,1.14,LIQ
1133,M,6/15/1940,5,972.78,799.61,969.69,838.63,147.58,986.21,0.98,0UZ
1133,M,7/26/1940,5,1089.33,1331.82,1142.69,806.43,163.58,970.01,1.21,93R
1133,M,8/7/1940,5,748.32,718.87,746.05,586.12,171.48,757.60,0.98,0UZ
1133,F,2/12/1941,5,755.88,926.26,791.28,588.36,175.98,764.34,1.05,DGY
1133,F,7/19/1941,5,775.68,906.20,812.76,608.90,175.98,784.88,1.05,DGY
1133,M,11/23/1941,5,2827.46,2795.66,2818.56,2701.71,170.08,2871.79,0.98,0UZ
1133,M,5/18/1942,5,678.81,601.05,676.47,510.55,175.98,686.53,0.98,0UZ
1133,M,6/17/1942,5,1254.16,1430.17,1314.98,1119.89,90.17,1210.06,1.09,EKR
1133,M,7/5/1942,5,711.44,735.28,733.60,543.92,175.98,719.90,1.03,YNT
1133,M,10/8/1942,5,2305.60,1606.48,2298.74,2194.40,147.58,2341.98,0.98,0UZ
1133,F,10/20/1942,5,1206.31,2078.95,1261.40,897.69,171.48,1069.17,1.21,93R
1133,F,12/1/1942,5,525.78,388.48,523.91,383.89,147.58,531.47,0.98,0UZ
1133,M,2/1/1943,5,1729.78,1593.96,1725.05,1381.42,152.87,1534.29,1.14,1BV
1133,F,4/13/1943,5,1007.38,1090.29,1054.66,851.99,168.08,1020.07,1.04,S0J
1133,F,4/14/1943,5,920.05,882.65,919.17,739.50,175.98,915.48,1.00,7F7
1133,F,7/24/1943,5,1167.50,729.54,1166.41,985.51,175.98,1161.49,1.00,7F7
1133,M,9/25/1943,5,1022.75,694.64,1022.09,769.15,137.97,907.12,1.15,63W
1133,M,10/3/1943,5,687.17,552.49,685.96,445.88,175.98,621.86,1.14,LIQ
1133,M,11/20/1943,5,781.41,490.64,780.20,546.44,152.08,698.52,1.15,63W
1133,F,3/30/1944,5,622.47,573.97,621.19,443.00,175.98,618.98,1.00,7F7
1133,F,5/15/1944,5,749.46,740.26,747.21,587.30,171.48,758.78,0.98,0UZ
1133,M,8/14/1944,5,1071.86,630.86,1067.98,938.90,147.58,1086.48,0.98,0UZ
1133,F,11/12/1944,5,878.58,1028.33,921.67,611.13,175.98,787.11,1.22,T9R
1133,F,1/14/1945,5,675.92,473.46,674.16,508.19,175.98,684.17,0.98,0UZ
1133,F,4/9/1945,5,897.16,935.28,933.86,627.33,175.98,803.31,1.21,OLT
1133,F,4/10/1945,5,946.30,1244.64,990.79,745.59,195.38,940.97,1.07,BA2
1133,F,6/15/1945,5,644.45,501.74,642.97,505.35,147.58,652.93,0.98,0UZ
1133,M,9/7/1945,5,1907.97,1493.83,1901.39,1670.73,263.58,1934.31,0.98,0UZ
1133,M,9/17/1945,5,961.70,744.21,961.49,835.90,137.97,973.87,0.99,XHO
1133,M,11/7/1945,5,889.70,704.17,889.52,653.82,137.97,791.79,1.15,63W
1133,M,1/12/1946,5,1076.05,1086.34,1081.72,943.48,147.58,1091.06,0.99,Z20
1133,M,2/8/1946,5,790.50,489.56,790.32,641.98,81.17,723.15,1.10,QMY
1133,M,4/17/1946,5,822.59,1198.86,860.23,597.84,137.97,735.81,1.21,OLT
1133,F,8/7/1946,5,905.52,748.27,902.50,745.71,171.48,917.19,0.98,0UZ
1133,F,10/18/1946,5,1018.79,881.64,1014.75,821.87,137.97,959.84,1.07,BA2
1133,M,10/31/1946,5,900.56,706.05,898.20,765.71,147.58,913.29,0.98,0UZ
1133,F,11/11/1946,5,1587.15,937.60,1580.71,1461.94,147.58,1609.52,0.98,0UZ
1133,F,11/12/1946,5,966.62,1202.61,1012.03,692.30,171.48,863.78,1.21,93R
1133,F,12/5/1946,5,727.45,701.49,725.00,560.06,175.98,736.04,0.98,0UZ
1133,M,2/23/1947,5,944.26,731.18,941.53,809.91,147.58,957.49,0.98,0UZ
1133,M,3/6/1947,5,1198.47,1359.86,1257.47,863.24,209.38,1072.62,1.21,93R
1133,M,3/21/1947,5,613.11,617.10,615.61,468.17,152.08,620.25,0.99,Z20
1133,M,5/15/1947,5,1239.60,1045.33,1235.87,1135.54,94.67,1230.21,1.00,7F7
1133,M,6/8/1947,5,1428.88,2082.39,1497.34,1244.80,94.67,1339.47,1.13,2DQ
1133,M,6/24/1947,5,2355.73,2220.17,2350.51,1916.47,147.58,2064.05,1.15,63W
1133,M,6/29/1947,5,518.20,510.04,516.95,316.82,154.58,471.40,1.14,LIQ
1133,M,7/19/1947,5,868.28,666.41,865.26,627.47,147.58,775.05,1.14,LIQ
1133,M,8/14/1947,5,973.44,772.38,969.81,694.05,175.98,870.03,1.14,LIQ
1133,F,12/14/1947,5,1248.71,1065.38,1245.07,1090.58,175.98,1266.56,0.98,0UZ
1133,M,12/17/1947,5,863.34,596.99,862.32,596.92,179.58,776.50,1.14,LIQ
1133,F,2/3/1948,5,644.02,538.59,641.80,432.10,147.58,579.68,1.14,LIQ
1133,M,3/9/1948,5,1626.77,1185.32,1622.21,1504.27,147.58,1651.85,0.98,0UZ
1133,F,3/15/1948,5,973.47,1085.69,1019.82,737.39,128.97,866.36,1.21,OLT
1133,F,3/16/1948,5,1010.88,819.69,1007.79,856.59,168.08,1024.67,0.98,0UZ
1133,F,9/26/1948,5,978.82,680.80,976.46,706.77,168.08,874.85,1.14,LIQ
1133,M,11/18/1948,5,349.21,269.06,348.37,188.21,147.58,335.79,1.07,BA2
1133,F,12/12/1948,5,648.92,500.64,646.44,492.54,105.07,597.61,1.10,1AC
1133,M,12/22/1948,5,461.09,326.27,459.94,318.64,147.58,466.22,0.98,0UZ
1133,M,3/26/1949,5,453.00,411.82,451.90,291.58,149.99,441.57,1.04,146
1133,F,4/14/1949,5,836.02,583.24,834.95,596.56,175.98,772.54,1.10,QMY
1133,M,5/3/1949,5,1146.34,1066.72,1145.29,1074.76,81.17,1155.93,0.99,Z20
1133,F,6/27/1949,5,664.74,639.38,664.44,495.81,175.98,671.79,0.99,XHO
