Age,AnnualIncome,FamilyMembers,ChronicDiseases,Employment Type,GraduateOrNot,FrequentFlyer,EverTravelledAbroad,purchase_probability,recommended_contact
33,1000000,4,0,Government Sector,Yes,Yes,Yes,0.4233491388357183,False
30,650000,3,1,Private Sector/Self Employed,No,No,No,0.47003183259937514,False
35,1100000,2,1,Government Sector,Yes,No,No,0.3262380113810632,False
32,350000,5,1,Government Sector,Yes,No,No,0.14122063536960114,False
28,900000,9,1,Private Sector/Self Employed,Yes,No,Yes,0.4311672672292102,False
31,1400000,3,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9859443326573388,True
25,600000,3,1,Private Sector/Self Employed,No,No,No,0.26641222235854517,False
29,1050000,6,1,Private Sector/Self Employed,Yes,Yes,No,0.17747068531420088,False
28,300000,3,0,Government Sector,Yes,No,No,0.06460616360271719,False
26,600000,4,1,Private Sector/Self Employed,Yes,No,No,0.3158913975437965,False
28,750000,2,0,Private Sector/Self Employed,Yes,No,No,0.5186069955021226,True
34,1000000,6,0,Private Sector/Self Employed,Yes,No,No,0.9214417673630244,True
28,600000,8,0,Government Sector,Yes,No,No,0.16257328723881415,False
33,1100000,4,0,Government Sector,Yes,No,No,0.31352572411969193,False
31,1250000,4,0,Private Sector/Self Employed,Yes,No,No,0.40570611393360134,False
33,700000,7,0,Government Sector,Yes,No,No,0.8419824957327953,True
28,1200000,3,0,Private Sector/Self Employed,Yes,No,No,0.3095154749462133,False
28,550000,8,0,Private Sector/Self Employed,Yes,No,No,0.18540893035408929,False
29,1200000,3,1,Private Sector/Self Employed,Yes,No,No,0.4207947248742874,False
26,500000,4,1,Private Sector/Self Employed,Yes,No,No,0.5436406832151854,True
28,1150000,6,0,Private Sector/Self Employed,Yes,No,No,0.23837942382175714,False
34,700000,3,0,Private Sector/Self Employed,Yes,No,No,0.35984051710501413,False
31,1300000,3,1,Government Sector,Yes,No,No,0.3131835387398646,False
26,600000,6,1,Private Sector/Self Employed,Yes,No,No,0.2572823543585291,False
35,800000,5,0,Private Sector/Self Employed,No,No,No,0.3543198595741752,False
30,800000,4,0,Private Sector/Self Employed,No,No,No,0.42697587499168804,False
27,1050000,5,0,Government Sector,Yes,No,No,0.2814007754827337,False
33,700000,3,0,Government Sector,Yes,No,No,0.33551101691603763,False
31,1350000,3,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9674995252457541,True
28,700000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.14108178499111934,False
33,550000,8,0,Private Sector/Self Employed,Yes,No,No,0.7863844614369577,True
31,400000,9,0,Government Sector,Yes,No,No,0.1101148466361263,False
28,600000,4,0,Government Sector,Yes,No,No,0.15581385401483552,False
26,500000,6,1,Government Sector,Yes,No,No,0.1639534738120517,False
25,1150000,6,0,Private Sector/Self Employed,No,No,No,0.579980527531065,True
34,1300000,7,0,Private Sector/Self Employed,Yes,No,No,0.8799936623054134,True
32,650000,3,0,Government Sector,Yes,No,No,0.4479696790555617,False
25,1400000,6,0,Private Sector/Self Employed,Yes,No,Yes,0.9836255370214048,True
25,1150000,6,0,Private Sector/Self Employed,No,No,No,0.579980527531065,True
28,700000,3,0,Private Sector/Self Employed,Yes,No,No,0.3216209108221408,False
31,1400000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9745437257002674,True
34,1750000,3,0,Private Sector/Self Employed,Yes,Yes,No,0.6505427888069399,True
34,500000,4,0,Private Sector/Self Employed,Yes,No,No,0.11589617161319243,False
31,900000,5,0,Private Sector/Self Employed,Yes,No,No,0.20082479280243684,False
30,500000,7,0,Private Sector/Self Employed,No,No,No,0.20797427903294183,False
32,850000,3,0,Government Sector,Yes,Yes,No,0.22431428392504393,False
33,400000,7,1,Government Sector,Yes,No,No,0.7181308744010337,True
34,850000,5,0,Private Sector/Self Employed,Yes,No,No,0.3632315422177366,False
31,400000,4,0,Government Sector,Yes,No,No,0.051501950632198874,False
26,500000,2,0,Private Sector/Self Employed,Yes,No,No,0.18337920523778733,False
29,1200000,7,1,Private Sector/Self Employed,Yes,No,No,0.3277164525316665,False
31,900000,6,0,Private Sector/Self Employed,Yes,No,No,0.31586324644684505,False
28,1100000,4,1,Private Sector/Self Employed,Yes,No,No,0.361639398765496,False
29,500000,5,0,Private Sector/Self Employed,Yes,No,No,0.39214908649864333,False
31,300000,3,1,Government Sector,No,No,No,0.03455025576896,False
32,800000,4,1,Government Sector,Yes,No,No,0.2402660204633066,False
29,1100000,4,1,Private Sector/Self Employed,Yes,No,No,0.2890507796386742,False
34,1050000,7,0,Private Sector/Self Employed,Yes,No,No,0.8972428970334759,True
25,1150000,4,1,Private Sector/Self Employed,No,No,No,0.24179373334073997,False
31,1350000,3,0,Private Sector/Self Employed,Yes,No,Yes,0.9776357027356487,True
30,550000,3,1,Private Sector/Self Employed,No,No,No,0.46291641484622803,False
27,1050000,7,1,Government Sector,Yes,No,No,0.23597656318594543,False
33,1100000,4,0,Government Sector,Yes,No,No,0.31352572411969193,False
25,1700000,3,0,Private Sector/Self Employed,No,Yes,No,0.930422023219522,True
25,600000,3,0,Private Sector/Self Employed,No,No,No,0.3654955387203936,False
28,800000,4,0,Private Sector/Self Employed,Yes,No,No,0.2782590310267018,False
34,1500000,5,1,Private Sector/Self Employed,Yes,Yes,Yes,0.946972558815914,True
28,550000,4,0,Private Sector/Self Employed,Yes,No,No,0.20981502588183382,False
31,400000,8,0,Government Sector,No,No,No,0.0809113834264709,False
28,500000,3,1,Private Sector/Self Employed,Yes,No,No,0.3831592705173167,False
28,1150000,6,0,Private Sector/Self Employed,Yes,No,No,0.23837942382175714,False
31,400000,3,0,Government Sector,Yes,No,No,0.06157725160475183,False
35,950000,2,1,Private Sector/Self Employed,No,No,No,0.384843039905249,False
29,1200000,7,0,Private Sector/Self Employed,Yes,No,No,0.3763710024344903,False
32,850000,5,1,Government Sector,Yes,Yes,No,0.30274837692061657,False
31,1250000,6,1,Private Sector/Self Employed,Yes,No,No,0.1979403950162183,False
28,300000,6,0,Government Sector,Yes,No,No,0.28595474778771757,False
33,1100000,4,0,Government Sector,Yes,No,No,0.31352572411969193,False
35,1100000,3,0,Government Sector,Yes,No,No,0.4172700310965649,False
28,1200000,5,0,Private Sector/Self Employed,Yes,No,No,0.278281153732474,False
29,1050000,6,0,Private Sector/Self Employed,Yes,No,No,0.2022566265020347,False
28,300000,5,1,Government Sector,Yes,No,No,0.16287545806965306,False
28,300000,4,0,Government Sector,Yes,No,No,0.17820132877215245,False
33,1750000,6,0,Private Sector/Self Employed,Yes,No,No,0.6842181369501346,True
34,1000000,5,0,Private Sector/Self Employed,Yes,No,No,0.20737869770582662,False
28,1100000,4,1,Government Sector,Yes,No,No,0.3255441143805477,False
25,1400000,7,0,Private Sector/Self Employed,Yes,No,Yes,0.9872896061912837,True
27,750000,4,0,Government Sector,Yes,Yes,No,0.2430234221185514,False
34,500000,6,0,Private Sector/Self Employed,Yes,No,No,0.8137563320454904,True
33,700000,4,0,Government Sector,Yes,No,Yes,0.4274265488816598,False
28,300000,3,1,Government Sector,Yes,No,No,0.2925025083579672,False
28,800000,4,1,Private Sector/Self Employed,Yes,No,No,0.30635337653121675,False
34,500000,4,0,Private Sector/Self Employed,Yes,No,No,0.11589617161319243,False
32,350000,5,0,Government Sector,Yes,No,No,0.060441917728845836,False
32,350000,3,0,Government Sector,Yes,No,No,0.2054422647763764,False
28,700000,4,0,Private Sector/Self Employed,Yes,No,No,0.2602374146181823,False
29,1350000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9720204834270386,True
25,1150000,5,0,Private Sector/Self Employed,No,No,No,0.42175560918124594,False
26,1400000,7,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9560543031874786,True
27,1000000,6,0,Private Sector/Self Employed,No,No,No,0.376202069269705,False
32,900000,6,1,Government Sector,Yes,No,No,0.2956802046278631,False
25,750000,6,0,Government Sector,Yes,No,No,0.40713392392469644,False
29,600000,4,0,Private Sector/Self Employed,Yes,No,No,0.4121128668028712,False
28,750000,4,0,Private Sector/Self Employed,Yes,No,No,0.31925190207107784,False
33,400000,6,0,Government Sector,Yes,No,No,0.7214747435534891,True
33,600000,4,0,Government Sector,Yes,No,No,0.33480539523553804,False
28,1200000,3,0,Private Sector/Self Employed,Yes,No,No,0.3095154749462133,False
25,1750000,3,0,Private Sector/Self Employed,Yes,No,Yes,0.7674244365574371,True
28,800000,4,0,Private Sector/Self Employed,Yes,No,No,0.2782590310267018,False
28,750000,6,1,Private Sector/Self Employed,Yes,No,No,0.1752332434516775,False
29,500000,4,0,Private Sector/Self Employed,Yes,No,No,0.4443580490969395,False
34,850000,2,0,Private Sector/Self Employed,Yes,No,No,0.2606474511981065,False
27,500000,4,0,Government Sector,Yes,No,No,0.3847571100538936,False
28,1150000,6,1,Private Sector/Self Employed,Yes,No,No,0.1291172864608359,False
27,750000,5,0,Government Sector,Yes,No,No,0.15153059281423575,False
25,1700000,5,0,Private Sector/Self Employed,No,Yes,Yes,0.9259473651371711,True
28,1300000,4,1,Private Sector/Self Employed,Yes,No,No,0.23463798421542192,False
26,500000,3,0,Private Sector/Self Employed,Yes,No,No,0.08085515591972793,False
26,1300000,5,0,Private Sector/Self Employed,Yes,No,No,0.39102634448708334,False
28,500000,3,0,Private Sector/Self Employed,Yes,No,No,0.19813522689236024,False
28,1450000,5,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9729572300635191,True
34,1000000,6,1,Private Sector/Self Employed,Yes,No,No,0.906586050016127,True
32,350000,3,1,Government Sector,Yes,No,No,0.20235023050238868,False
34,1300000,2,0,Government Sector,Yes,No,No,0.30408719341583057,False
26,1400000,4,1,Private Sector/Self Employed,Yes,No,Yes,0.9287278225223298,True
31,1250000,6,0,Private Sector/Self Employed,Yes,No,No,0.45111331636085744,False
28,300000,6,0,Government Sector,Yes,No,No,0.28595474778771757,False
28,600000,4,1,Government Sector,Yes,No,No,0.1714853471587341,False
29,1350000,5,0,Private Sector/Self Employed,Yes,No,Yes,0.946499362289717,True
31,400000,3,0,Government Sector,No,No,No,0.011577271275651634,False
27,750000,5,0,Government Sector,Yes,No,No,0.15153059281423575,False
29,1200000,3,0,Private Sector/Self Employed,Yes,No,No,0.5321751980592669,True
30,800000,4,0,Private Sector/Self Employed,No,No,No,0.42697587499168804,False
30,550000,5,1,Private Sector/Self Employed,No,No,No,0.5059287526489973,True
31,1250000,5,0,Private Sector/Self Employed,Yes,No,No,0.5625987149584968,True
28,750000,2,0,Private Sector/Self Employed,Yes,No,No,0.5186069955021226,True
31,1250000,4,0,Private Sector/Self Employed,Yes,No,No,0.40570611393360134,False
26,500000,5,0,Private Sector/Self Employed,Yes,No,No,0.2013007911159689,False
27,750000,5,0,Government Sector,Yes,No,No,0.15153059281423575,False
28,1200000,5,0,Government Sector,Yes,No,No,0.2767970031779931,False
33,600000,8,0,Government Sector,Yes,No,No,0.8359160919000042,True
33,1750000,6,0,Government Sector,Yes,No,No,0.6910339346423322,True
33,650000,5,0,Government Sector,Yes,Yes,No,0.4573198879093182,False
26,600000,7,1,Private Sector/Self Employed,Yes,No,No,0.34383997982072784,False
29,500000,4,0,Private Sector/Self Employed,Yes,No,No,0.4443580490969395,False
31,400000,5,0,Government Sector,Yes,No,No,0.01738134048901429,False
33,550000,7,1,Private Sector/Self Employed,Yes,Yes,No,0.7920146076493942,True
34,1100000,4,0,Government Sector,Yes,No,No,0.396676597870859,False
28,1100000,4,0,Private Sector/Self Employed,Yes,No,No,0.2634560627539825,False
28,800000,3,0,Private Sector/Self Employed,Yes,No,No,0.33606326378209267,False
32,350000,4,0,Government Sector,Yes,No,No,0.1189008990146237,False
29,1200000,8,0,Private Sector/Self Employed,Yes,No,No,0.29858602573746446,False
34,1400000,3,0,Private Sector/Self Employed,No,Yes,Yes,0.9489694304086927,True
30,550000,2,1,Private Sector/Self Employed,No,No,No,0.42999372641157696,False
34,1500000,4,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9833289095352313,True
27,450000,3,0,Private Sector/Self Employed,No,No,No,0.2726955060378155,False
28,700000,4,1,Private Sector/Self Employed,Yes,No,No,0.3381942190586182,False
28,1200000,7,0,Private Sector/Self Employed,Yes,No,No,0.22235942824676588,False
28,1300000,6,0,Private Sector/Self Employed,Yes,No,No,0.5079288513079371,True
28,750000,2,0,Private Sector/Self Employed,Yes,No,No,0.5186069955021226,True
28,1450000,3,0,Private Sector/Self Employed,Yes,Yes,Yes,0.976635505132847,True
31,900000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.15554737983571165,False
26,1400000,9,1,Private Sector/Self Employed,Yes,No,Yes,0.9590643503041734,True
30,1450000,6,0,Private Sector/Self Employed,No,Yes,Yes,0.9552128920248171,True
32,800000,7,0,Government Sector,Yes,No,No,0.33456538275816394,False
32,800000,5,0,Government Sector,Yes,No,No,0.13254345378450277,False
34,1050000,3,1,Private Sector/Self Employed,Yes,No,No,0.21230989073629103,False
28,1200000,4,0,Private Sector/Self Employed,Yes,No,No,0.20475699244031795,False
28,700000,7,0,Private Sector/Self Employed,Yes,No,No,0.20380551613108214,False
29,1100000,4,0,Private Sector/Self Employed,Yes,No,No,0.2803873482206894,False
31,1250000,7,0,Private Sector/Self Employed,Yes,No,No,0.47247380729139266,False
30,550000,5,0,Private Sector/Self Employed,No,No,No,0.30865095778479135,False
28,800000,2,0,Private Sector/Self Employed,Yes,No,No,0.49826357158642304,False
34,1500000,3,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9714248581959773,True
33,1500000,5,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9741403933349637,True
29,1200000,5,0,Private Sector/Self Employed,Yes,No,Yes,0.3169565066381064,False
27,500000,5,0,Government Sector,Yes,No,No,0.1603179468608338,False
28,700000,5,0,Private Sector/Self Employed,Yes,No,Yes,0.19162834665968417,False
34,1500000,6,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9793560264732963,True
25,1150000,5,0,Private Sector/Self Employed,No,Yes,No,0.158591292222918,False
33,650000,4,1,Government Sector,Yes,No,No,0.41535447767103484,False
28,550000,7,0,Private Sector/Self Employed,No,No,No,0.12934971076774143,False
30,550000,3,0,Private Sector/Self Employed,No,No,No,0.4106620345699322,False
28,1100000,4,0,Private Sector/Self Employed,Yes,No,No,0.2634560627539825,False
28,300000,4,0,Government Sector,No,No,No,0.03373588016879415,False
27,500000,6,1,Government Sector,Yes,No,No,0.13134872438796805,False
28,1200000,3,1,Private Sector/Self Employed,Yes,Yes,No,0.25087866454884156,False
28,1200000,5,1,Private Sector/Self Employed,Yes,Yes,No,0.21331510561274353,False
33,550000,6,0,Private Sector/Self Employed,Yes,No,No,0.8023818797316703,True
31,900000,4,0,Private Sector/Self Employed,Yes,No,No,0.15706745185939433,False
28,300000,6,0,Government Sector,Yes,No,No,0.28595474778771757,False
28,300000,3,0,Government Sector,Yes,No,No,0.06460616360271719,False
25,1700000,2,1,Private Sector/Self Employed,Yes,Yes,No,0.8435048038615013,True
28,1450000,4,0,Private Sector/Self Employed,Yes,Yes,Yes,0.956645254803504,True
28,750000,3,0,Private Sector/Self Employed,Yes,No,No,0.3579383058801619,False
31,900000,5,1,Private Sector/Self Employed,Yes,Yes,No,0.17139591030466012,False
25,1400000,4,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9359015703384804,True
30,550000,5,0,Private Sector/Self Employed,No,Yes,No,0.4813664166792227,False
28,300000,3,0,Government Sector,Yes,No,No,0.06460616360271719,False
25,1700000,5,0,Private Sector/Self Employed,No,Yes,No,0.9294818217431116,True
26,500000,8,0,Private Sector/Self Employed,Yes,No,No,0.21996785372859562,False
25,1400000,5,1,Private Sector/Self Employed,Yes,No,Yes,0.9492494718706226,True
34,500000,5,0,Private Sector/Self Employed,Yes,No,No,0.18908648037784764,False
31,400000,3,0,Government Sector,No,No,No,0.011577271275651634,False
31,1250000,6,0,Private Sector/Self Employed,Yes,No,No,0.45111331636085744,False
32,650000,5,1,Government Sector,Yes,No,No,0.3190488639875555,False
27,850000,3,0,Government Sector,Yes,No,No,0.3756028266646906,False
28,300000,7,0,Government Sector,Yes,No,No,0.29550910975663003,False
28,1250000,4,1,Private Sector/Self Employed,Yes,No,No,0.21810525735116093,False
28,700000,5,0,Private Sector/Self Employed,Yes,No,No,0.09767608170826458,False
28,600000,6,0,Government Sector,Yes,No,No,0.11744615475805098,False
29,1050000,7,0,Private Sector/Self Employed,Yes,No,No,0.3757160601839872,False
26,450000,4,0,Private Sector/Self Employed,Yes,No,No,0.21248134909610258,False
33,700000,2,0,Government Sector,Yes,No,No,0.2745503664067589,False
29,350000,8,1,Private Sector/Self Employed,Yes,No,No,0.3666038711172547,False
26,1500000,6,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9505811667580386,True
27,500000,3,1,Government Sector,Yes,No,No,0.27034544408921646,False
33,550000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.4170909947089151,False
26,1400000,6,1,Private Sector/Self Employed,Yes,No,Yes,0.9459327069580878,True
31,1400000,6,0,Private Sector/Self Employed,Yes,No,Yes,0.9481996449094123,True
28,550000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.2885552349311094,False
34,1300000,4,0,Government Sector,Yes,No,No,0.36994992985646546,False
30,650000,5,0,Private Sector/Self Employed,No,No,No,0.3106032861382756,False
27,500000,2,0,Government Sector,Yes,No,No,0.4132738848554263,False
28,1150000,7,1,Private Sector/Self Employed,Yes,No,No,0.1911853391286578,False
28,300000,4,0,Government Sector,Yes,No,No,0.17820132877215245,False
25,750000,6,0,Government Sector,Yes,No,No,0.40713392392469644,False
27,850000,4,1,Government Sector,Yes,No,No,0.32687789956807584,False
31,900000,4,1,Private Sector/Self Employed,Yes,No,No,0.22135319766657968,False
34,1000000,9,0,Private Sector/Self Employed,Yes,No,No,0.8721207341969439,True
33,1400000,3,0,Private Sector/Self Employed,Yes,No,Yes,0.9422586240318991,True
25,1150000,6,1,Private Sector/Self Employed,No,No,No,0.43696552507672193,False
28,300000,3,1,Government Sector,Yes,No,No,0.2925025083579672,False
26,600000,3,0,Private Sector/Self Employed,Yes,No,No,0.2153370030829875,False
29,1050000,3,0,Private Sector/Self Employed,Yes,No,No,0.44191676891296,False
29,1150000,4,1,Private Sector/Self Employed,Yes,No,No,0.20413649127805397,False
34,1000000,5,0,Private Sector/Self Employed,Yes,Yes,No,0.34554101523530106,False
31,900000,4,1,Private Sector/Self Employed,Yes,No,No,0.22135319766657968,False
33,1000000,3,0,Government Sector,Yes,No,No,0.25435528795929524,False
32,800000,7,0,Government Sector,Yes,No,No,0.33456538275816394,False
25,1150000,3,0,Private Sector/Self Employed,No,Yes,No,0.074806867497826,False
34,1000000,5,0,Private Sector/Self Employed,Yes,No,No,0.20737869770582662,False
31,1250000,5,0,Private Sector/Self Employed,Yes,No,No,0.5625987149584968,True
28,1400000,4,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9034633748606887,True
35,800000,5,0,Private Sector/Self Employed,No,No,Yes,0.4038759217714849,False
29,1200000,4,0,Private Sector/Self Employed,Yes,No,No,0.29045375178318844,False
25,1700000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.9748714599347597,True
26,600000,6,0,Private Sector/Self Employed,Yes,No,No,0.178837368967624,False
28,1100000,4,0,Private Sector/Self Employed,Yes,No,No,0.2634560627539825,False
31,1250000,7,0,Private Sector/Self Employed,Yes,No,No,0.47247380729139266,False
28,1150000,9,0,Private Sector/Self Employed,Yes,No,No,0.20269750831481775,False
28,1100000,7,0,Private Sector/Self Employed,Yes,No,No,0.2994312476491826,False
25,1150000,3,0,Private Sector/Self Employed,No,Yes,No,0.074806867497826,False
28,1250000,3,1,Private Sector/Self Employed,Yes,No,No,0.35365132274612826,False
34,850000,5,1,Private Sector/Self Employed,Yes,Yes,No,0.2862456305485881,False
28,1100000,5,0,Private Sector/Self Employed,Yes,No,No,0.1065883187854741,False
28,1150000,4,1,Private Sector/Self Employed,Yes,No,No,0.17593545814273628,False
25,1800000,4,1,Private Sector/Self Employed,Yes,Yes,No,0.8173987665891296,True
34,1500000,3,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9815432934502502,True
34,1100000,7,1,Government Sector,Yes,Yes,No,0.8716603780522856,True
26,500000,5,1,Private Sector/Self Employed,Yes,No,No,0.6191230207612736,True
25,1400000,5,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9490039770811732,True
28,300000,7,1,Government Sector,Yes,No,No,0.15773310893137069,False
26,600000,3,0,Private Sector/Self Employed,Yes,No,No,0.2153370030829875,False
28,550000,4,0,Private Sector/Self Employed,Yes,No,No,0.20981502588183382,False
35,950000,6,0,Private Sector/Self Employed,No,No,Yes,0.6422592093371275,True
29,500000,3,0,Private Sector/Self Employed,Yes,No,No,0.232017770349642,False
29,1200000,5,0,Private Sector/Self Employed,Yes,No,No,0.2959848650803967,False
28,700000,4,0,Private Sector/Self Employed,Yes,No,No,0.2602374146181823,False
28,550000,6,0,Private Sector/Self Employed,Yes,Yes,No,0.22836535200427377,False
28,1250000,3,0,Private Sector/Self Employed,Yes,No,No,0.2788041883488776,False
25,1150000,4,0,Private Sector/Self Employed,No,Yes,No,0.08327217418797335,False
31,300000,5,0,Government Sector,No,No,No,0.006910541699139514,False
34,1300000,6,0,Private Sector/Self Employed,No,No,No,0.8155304233846118,True
28,750000,5,0,Private Sector/Self Employed,Yes,No,No,0.1257545626314812,False
29,350000,9,0,Private Sector/Self Employed,Yes,No,No,0.35236198636958993,False
26,500000,5,1,Private Sector/Self Employed,Yes,No,No,0.6191230207612736,True
34,1050000,8,1,Private Sector/Self Employed,Yes,No,No,0.8874738366647871,True
29,1350000,8,0,Private Sector/Self Employed,Yes,No,Yes,0.955558535601336,True
28,1350000,5,0,Private Sector/Self Employed,Yes,No,Yes,0.9429325675649229,True
28,700000,3,0,Private Sector/Self Employed,Yes,No,No,0.3216209108221408,False
34,950000,3,0,Private Sector/Self Employed,No,Yes,No,0.47612222038377533,False
33,750000,7,1,Private Sector/Self Employed,Yes,No,No,0.8666828507169975,True
27,1050000,7,0,Government Sector,Yes,No,No,0.3732247326808507,False
28,300000,3,1,Government Sector,Yes,No,No,0.2925025083579672,False
31,1350000,7,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9673675630371512,True
28,550000,4,0,Private Sector/Self Employed,Yes,No,No,0.20981502588183382,False
31,1300000,8,0,Government Sector,Yes,No,No,0.4408296686626107,False
29,1050000,7,0,Private Sector/Self Employed,Yes,No,No,0.3757160601839872,False
30,800000,3,0,Private Sector/Self Employed,No,No,No,0.3952664550257635,False
28,800000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.167768831464685,False
26,1400000,6,1,Private Sector/Self Employed,Yes,No,Yes,0.9459327069580878,True
28,750000,5,1,Private Sector/Self Employed,Yes,Yes,No,0.20141109472521251,False
28,800000,6,0,Private Sector/Self Employed,Yes,No,Yes,0.20801628437104575,False
31,400000,4,1,Government Sector,No,No,No,0.03584446469555507,False
31,1250000,8,0,Private Sector/Self Employed,Yes,No,No,0.4072956811291256,False
27,500000,5,0,Government Sector,Yes,No,No,0.1603179468608338,False
35,800000,6,1,Private Sector/Self Employed,No,No,Yes,0.7162841188553045,True
26,1400000,5,0,Private Sector/Self Employed,Yes,No,Yes,0.9881463897138205,True
29,1100000,6,0,Private Sector/Self Employed,Yes,Yes,No,0.1426690001094961,False
31,1300000,2,0,Government Sector,Yes,Yes,No,0.44853918804884757,False
31,400000,5,0,Government Sector,Yes,No,No,0.01738134048901429,False
35,1100000,5,0,Government Sector,Yes,No,No,0.30575099965528146,False
28,800000,2,1,Private Sector/Self Employed,Yes,No,No,0.44845631425633775,False
29,1050000,5,0,Private Sector/Self Employed,Yes,No,No,0.14007874485773777,False
29,500000,4,0,Private Sector/Self Employed,Yes,No,No,0.4443580490969395,False
28,700000,3,0,Private Sector/Self Employed,Yes,No,No,0.3216209108221408,False
28,800000,6,1,Private Sector/Self Employed,Yes,No,No,0.2510416356180159,False
31,1250000,6,0,Private Sector/Self Employed,Yes,No,No,0.45111331636085744,False
27,1050000,2,0,Government Sector,Yes,No,No,0.4036710552786102,False
31,900000,5,1,Private Sector/Self Employed,Yes,No,No,0.2198399720763389,False
26,1400000,3,1,Private Sector/Self Employed,Yes,No,Yes,0.894958030972488,True
28,300000,8,0,Government Sector,Yes,No,No,0.23794217039483215,False
33,400000,6,0,Government Sector,Yes,No,No,0.7214747435534891,True
35,800000,4,0,Private Sector/Self Employed,No,No,No,0.43840545306239626,False
26,1250000,3,1,Private Sector/Self Employed,Yes,No,No,0.3083923677226906,False
28,1200000,6,1,Private Sector/Self Employed,Yes,No,No,0.14488668557817216,False
31,1350000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9767393283843127,True
28,1100000,4,0,Private Sector/Self Employed,Yes,No,No,0.2634560627539825,False
28,1400000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.9753883796696405,True
28,800000,4,0,Private Sector/Self Employed,Yes,No,No,0.2782590310267018,False
27,500000,2,0,Government Sector,Yes,No,No,0.4132738848554263,False
28,800000,6,1,Private Sector/Self Employed,Yes,No,No,0.2510416356180159,False
31,1250000,3,0,Private Sector/Self Employed,Yes,No,No,0.3061960614797696,False
34,1500000,5,1,Private Sector/Self Employed,Yes,Yes,Yes,0.946972558815914,True
34,700000,3,0,Private Sector/Self Employed,Yes,No,No,0.35984051710501413,False
25,1700000,3,0,Private Sector/Self Employed,Yes,Yes,No,0.9688361748322473,True
29,1100000,2,0,Private Sector/Self Employed,Yes,No,No,0.3450950213345167,False
30,1450000,2,1,Private Sector/Self Employed,No,Yes,Yes,0.9407295464550626,True
34,1500000,3,1,Private Sector/Self Employed,Yes,Yes,Yes,0.9714248581959773,True
32,800000,6,0,Government Sector,Yes,Yes,No,0.22548369281680883,False
28,900000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.22811879914408636,False
28,700000,3,0,Private Sector/Self Employed,Yes,No,No,0.3216209108221408,False
34,1500000,6,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9793560264732963,True
28,1100000,4,0,Private Sector/Self Employed,Yes,No,No,0.2634560627539825,False
26,500000,6,0,Private Sector/Self Employed,Yes,No,No,0.2102375194798497,False
35,900000,7,0,Government Sector,Yes,No,No,0.8800570810910129,True
31,1100000,4,0,Private Sector/Self Employed,Yes,No,No,0.21112229333249868,False
31,500000,5,0,Private Sector/Self Employed,Yes,No,No,0.31129926679556713,False
29,1200000,3,0,Private Sector/Self Employed,Yes,No,Yes,0.45588922235660795,False
31,300000,5,0,Government Sector,No,No,No,0.006910541699139514,False
34,1050000,4,1,Private Sector/Self Employed,Yes,No,No,0.3225547043790097,False
34,500000,6,0,Private Sector/Self Employed,Yes,No,No,0.8137563320454904,True
33,750000,8,1,Private Sector/Self Employed,Yes,No,No,0.872619828134365,True
27,1050000,7,0,Government Sector,Yes,No,No,0.3732247326808507,False
29,1200000,8,0,Private Sector/Self Employed,Yes,Yes,No,0.20472495528643456,False
29,500000,2,0,Private Sector/Self Employed,Yes,No,No,0.2601927262262,False
26,600000,7,0,Private Sector/Self Employed,Yes,No,No,0.20533676656728958,False
28,800000,3,0,Private Sector/Self Employed,Yes,No,No,0.33606326378209267,False
28,800000,3,0,Private Sector/Self Employed,Yes,No,No,0.33606326378209267,False
35,950000,4,0,Private Sector/Self Employed,No,No,No,0.49015063774756484,False
28,550000,6,1,Private Sector/Self Employed,No,No,No,0.24314016166688915,False
34,850000,4,0,Private Sector/Self Employed,Yes,No,Yes,0.4150597286662616,False
31,400000,2,0,Government Sector,Yes,No,No,0.06312433943949851,False
33,1500000,5,0,Private Sector/Self Employed,Yes,Yes,Yes,0.9741403933349637,True
28,1100000,4,0,Private Sector/Self Employed,Yes,Yes,No,0.2179175080129911,False
