state,county,year,practiceArea,injuryType,resultType,amount,is_verdict,log_amount,source,description
Virginia,Colonial Heights,2023,Personal Injury,Other,verdict,8714.0,1,9.07280095795412,STATE_COURT,"Virginia District Court Motion for Judgment, (Colonial Heights), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 8,714, notes: APPEAL BOND $8660.00"
Virginia,Chesterfield,2023,Personal Injury,Other,verdict,8562.0,1,9.055205875026193,STATE_COURT,"Virginia District Court Motion for Judgment, (Chesterfield), plaintiff represented by BLANK & MARCUS LLC, judgment for plaintiff, total 8,562"
Virginia,Prince George,2023,Personal Injury,Other,verdict,8310.0,1,9.025335217553026,STATE_COURT,"Virginia District Court Motion for Judgment, (Prince George), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 8,310"
Virginia,,2023,Personal Injury,Other,verdict,8099.0,1,8.99961934066053,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 8,098.73"
Virginia,Fairfax,2023,Personal Injury,Other,verdict,7965.0,1,8.982937763741589,STATE_COURT,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 7,964.56"
Virginia,,2023,Personal Injury,Other,verdict,7831.0,1,8.965973184210347,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 7,831.43"
Virginia,,2023,Personal Injury,Other,verdict,7575.0,1,8.932740634865914,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 7,574.76"
Virginia,Virginia Beach,2023,Personal Injury,Other,verdict,7552.0,1,8.929700114313448,STATE_COURT,"Virginia District Court Motion for Judgment, (Virginia Beach), plaintiff represented by BLANK & MARCUS, judgment for plaintiff, total 7,552"
Pennsylvania,,2023,Car Accident,Soft Tissue Injury,settlement,7500.0,0,8.922791623969637,News,"Car Accident settlement of $7,500 in Pennsylvania."
Virginia,York,2023,Personal Injury,Other,verdict,7135.0,1,8.872907674259846,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 7,135.16"
Virginia,Fairfax,2023,Personal Injury,Other,verdict,7000.0,1,8.853808274977197,STATE_COURT,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 7,000.27"
Virginia,Fairfax,2023,Personal Injury,Other,verdict,6850.0,1,8.832149906002899,STATE_COURT,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,850.46"
Virginia,Fairfax,2023,Personal Injury,Other,verdict,6694.0,1,8.809116258125274,STATE_COURT,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,694.01"
Virginia,Fairfax,2023,Personal Injury,Other,verdict,6421.0,1,8.76748487464946,STATE_COURT,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,421.49"
Virginia,Fairfax,2023,Personal Injury,Other,verdict,6275.0,1,8.744488113852924,STATE_COURT,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,275.19"
Virginia,York,2023,Personal Injury,Other,verdict,5923.0,1,8.68676717538769,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 5,922.52"
Virginia,Fairfax,2023,Personal Injury,Other,verdict,5878.0,1,8.679141958402255,STATE_COURT,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 5,877.53"
Virginia,,2023,Personal Injury,Other,verdict,4183.0,1,8.339023005744759,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 4,183.28"
Virginia,York,2023,Personal Injury,Other,verdict,4059.0,1,8.308938252595778,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 4,059.23"
Virginia,,2023,Personal Injury,Other,verdict,3509.0,1,8.163371316459912,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 3,508.7"
Virginia,York,2023,Personal Injury,Other,verdict,3502.0,1,8.161375023197486,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 3,501.58"
Virginia,,2023,Personal Injury,Other,verdict,3238.0,1,8.08301991917133,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 3,238.44"
Virginia,York,2023,Personal Injury,Other,verdict,3113.0,1,8.043663352393944,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 3,112.59"
Virginia,Greene,2023,Personal Injury,Other,verdict,2575.0,1,7.853993087224244,STATE_COURT,"Virginia District Court Motion for Judgment, (Greene), plaintiff represented by ALLEN, ALLEN, ALLEN & ALLEN, judgment for plaintiff, total 2,575, notes: GOD DUE: 03.27.2023 RCVD 03/06/2023"
Virginia,York,2023,Personal Injury,Other,verdict,2498.0,1,7.823645930834952,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 2,497.94"
Virginia,York,2023,Personal Injury,Other,verdict,2186.0,1,7.690286020676768,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 2,186.33"
Virginia,Henrico,2023,Personal Injury,Other,verdict,2052.0,1,7.627057417018934,STATE_COURT,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by BLANK & MARCUS, judgment for plaintiff, total 2,052"
Virginia,York,2023,Personal Injury,Other,verdict,1990.0,1,7.596392304064196,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 1,989.95"
Virginia,,2023,Personal Injury,Other,verdict,1910.0,1,7.555381944240273,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 1,910.37"
Virginia,York,2023,Personal Injury,Other,verdict,1878.0,1,7.538494999413465,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 1,877.95"
Virginia,York,2023,Personal Injury,Other,verdict,1571.0,1,7.360103972989152,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 1,571.44"
Virginia,,2023,Personal Injury,Other,verdict,1441.0,1,7.273786317844895,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 1,441.17"
Virginia,York,2023,Personal Injury,Other,verdict,1258.0,1,7.138073034044347,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 1,257.97"
Virginia,York,2023,Personal Injury,Other,verdict,1242.0,1,7.1252830915107115,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 1,241.97"
Virginia,,2023,Personal Injury,Other,verdict,914.0,1,6.818924065275521,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 914.42"
Virginia,,2023,Personal Injury,Other,verdict,844.0,1,6.739336627357174,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 843.65"
Virginia,York,2023,Personal Injury,Other,verdict,802.0,1,6.688354713946762,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 801.74"
Virginia,,2023,Personal Injury,Other,verdict,731.0,1,6.595780513961311,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 730.65"
Virginia,,2023,Personal Injury,Other,verdict,713.0,1,6.570882962339584,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 713.18"
Virginia,,2023,Personal Injury,Other,verdict,617.0,1,6.42648845745769,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 617.32"
Virginia,,2023,Personal Injury,Other,verdict,605.0,1,6.406879986069314,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 605.35"
Virginia,,2023,Personal Injury,Other,verdict,564.0,1,6.336825731146441,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 563.99"
Virginia,York,2023,Personal Injury,Other,verdict,520.0,1,6.255750041753367,STATE_COURT,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 519.72"
Virginia,,2023,Personal Injury,Other,verdict,360.0,1,5.8888779583328805,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 360.26"
Virginia,,2023,Personal Injury,Other,verdict,347.0,1,5.8522024797744745,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 346.66"
Virginia,,2023,Personal Injury,Other,verdict,346.0,1,5.849324779946859,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 345.98"
Virginia,,2023,Personal Injury,Other,verdict,343.0,1,5.840641657373398,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN,EDGAR & REAGAN, judgment for plaintiff, total 342.75"
Virginia,,2023,Personal Injury,Other,verdict,303.0,1,5.717027701406222,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 302.8"
Virginia,,2023,Personal Injury,Other,verdict,274.0,1,5.616771097666572,STATE_COURT,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN, EDGAR & REAGAN, judgment for plaintiff, total 274"
California,,2022,Other,Burns,verdict,56000000.0,1,17.840862266556567,CourtListener,That activity has included Victaulic’s success on summary adjudication; success on a court trial for declaratory relief finding a duty to defend and a duty to indemnify; and success on a three-and-a-half-week jury trial for bad faith and punitive damages resulting in a judgment of some $56 million.
Illinois,,2022,Medical Malpractice,Other,verdict,49550000.0,1,17.718492838921904,News,Medical Malpractice jury verdict of $49.5 million in Illinois.
Florida,,2022,Motorcycle Accident,Wrongful Death,settlement,44000000.0,0,17.599700214609808,CourtListener,"The case went to trial on damages, and the jury returned a verdict in favor of Aloia in excess of $44 million."
California,,2022,Workplace Injury,Spinal Cord Injury,settlement,30000000.0,0,17.216707972959764,News,"Santa Barbara, California Gary Dordick $30 million settlement for Jonathan Brock, whose life was forever changed when the mast of a special forklift fell on top of him. The mast fell because screws necessary to bolt the mast to the frame were missing. Brock's active problem list included paralysis, injury of."
Pennsylvania,,2022,Other,Other,verdict,25000000.0,1,17.034386422832473,News,Other jury verdict of $25.0 million in Pennsylvania.
Nevada,Clark,2022,Car Accident,Wrongful Death,settlement,21000000.0,0,16.860033043306743,Las Vegas Review-Journal,"Disclosed portion of settlements arising from a May 2019 DUI crash in the Summerlin area of Las Vegas: driver Scott Gragson crashed his Range Rover into trees, killing passenger Melissa Newton, a 36-year-old mother of three. The Newton family settlement was disclosed at $21 million in February 2022; other injured passengers settled for confidential amounts."
Ohio,,2022,Bus Accident,Other,settlement,20000000.0,0,16.811242881518265,CourtListener,"A jury found that Brandt was entitled to a total-damages award that included $20 million in compensatory damages for noneconomic loss against appellee, Roy Pompa, who sexually abused Brandt when she was a child."
Nevada,Clark,2022,Bicycle Accident,Multiple Injuries,verdict,14126608.0,1,16.463570740013783,Courtroom View Network trial coverage,"Cyclist struck in 2016 by an SUV driven on behalf of a Las Vegas club; severe and permanent shoulder, neck and chest injuries requiring four surgeries. Clark County jury found the cyclist zero percent at fault and awarded $14.1 million in May 2022 in a case where the defense had made no settlement offer: approximately $2.13 million past medical, $3 million past pain and suffering, and $9 million future pain and suffering."
Texas,,2022,Medical Malpractice,Traumatic Brain Injury,verdict,11560000.0,1,16.263061507713694,News,"Patient discharged after cervical fusion developed a neck hematoma, suffered a compromised airway, and experienced anoxic brain injury."
Washington,,2022,Car Accident,Back Injury,settlement,10042294.81,0,16.122316312422356,CourtListener,"UNITED STATES At a separate trial to address damages, the district court awarded $10,042."
Nevada,Clark,2022,Truck Accident,Neck Injury,verdict,8000000.0,1,15.894952224644102,Courtroom View Network trial coverage,"Rear-end collision on the US 95 corridor in Las Vegas in 2014: a FedEx driver failed to brake properly and struck Naddia Dhalai's vehicle, causing neck and back injuries. Clark County jury awarded $8 million in August 2022, including $5 million for future medical care, after the plaintiff rejected a $1.8 million pretrial settlement offer."
Nevada,Clark,2022,Car Accident,Wrongful Death,verdict,7200000.0,1,15.789591722875162,Courtroom View Network trial coverage,"Wrongful death verdict for the parents of 19-year-old Mikayla Cifuni, killed in 2017 when a flooring-company van traveling approximately 65 mph rear-ended her vehicle in Clark County. The jury's $7.2 million compensatory award in March 2022 followed a pretrial defense offer of only $100,000."
Georgia,Fulton,2022,Motorcycle Accident,Multiple Injuries,verdict,6397178.0,1,15.671367669907289,News,"A MARTA bus collided with a motorcyclist who was ejected from his bike. The Fulton County jury returned a $6,397,178 verdict, apportioning 90 percent of the fault to the defendants."
Ohio,,2022,Premises Liability,Wrongful Death,verdict,6000000.0,1,15.607270193858982,News,"Power company failed to respond to a fallen branch on an electric line, causing a fatal fire from smoke inhalation."
Florida,,2022,Other,Wrongful Death,settlement,5600000.0,0,15.53827733427679,CourtListener,"The next year, Gore served proposals for settlement (“PFS 1”) on both Philip Morris and Reynolds, offering to resolve all claims in the amount of $250."
Vermont,,2022,Medical Malpractice,Soft Tissue Injury,verdict,5250000.0,1,15.473738825043979,News,Doctor used his own sperm in artificial insemination without the patient's knowledge or consent.
Pennsylvania,PA (statewide list),2022,Truck Accident,Broken Bones,verdict,4600000.0,1,15.341567078850604,TopVerdict,"A truck driver who had exited his own vehicle to help was crushed against a fence when a tractor-trailer lurched forward outside a Reading store, fracturing his pelvis and sacrum. The jury set total damages at $4.6 million, reduced to about $2.53 million for comparative fault before delay damages."
Georgia,Georgia,2022,Car Accident,Traumatic Brain Injury,verdict,3400000.0,1,15.039286283703994,TopVerdict,"A rideshare passenger suffered permanent brain damage in a broadside collision. The jury awarded $3.4 million, above the $1 million rideshare policy."
Colorado,,2022,Car Accident,Broken Bones,verdict,3055000.0,1,14.932290477920022,News,Nine-year-old injured in an auto collision with a permanent rib injury. Jury verdict plus interest doubled the recovery.
Nebraska,,2022,Pedestrian Accident,Broken Bones,verdict,3000000.0,1,14.914123179965662,News,Pedestrian Accident jury verdict of $3.0 million in Nebraska.
California,,2022,Medical Malpractice,Wrongful Death,verdict,3000000.0,1,14.914123179965662,News,"Telenurse failed to escalate symptoms of pneumonia. Patient developed septic shock, kidney failure, and ultimately died from the missed diagnosis."
Michigan,,2022,Medical Malpractice,Soft Tissue Injury,verdict,2745000.0,1,14.825291997224427,News,Patient developed vocal cord paralysis after cervical spine fusion surgery.
Pennsylvania,Philadelphia,2022,Car Accident,Neck Injury,verdict,2670000.0,1,14.797589404908198,News,"A Philadelphia police cruiser ran a red light and struck the plaintiff's car, breaking his neck in three places. The jury awarded $2.67 million in April 2022, though Pennsylvania's Tort Claims Act caps municipal liability at $500,000."
New York,,2022,Medical Malpractice,Traumatic Brain Injury,verdict,2550000.0,1,14.751604309291395,News,"ER physicians misinterpreted CT scan, missing signs of stroke. Patient developed hydrocephalus and required a craniectomy."
Illinois,,2022,Medical Malpractice,Wrongful Death,verdict,1365000.0,1,14.126665719201661,News,Medical Malpractice jury verdict of $1.4 million in Illinois.
Pennsylvania,,2022,Premises Liability,Broken Bones,verdict,1278000.0,1,14.060807696391924,News,Restaurant slip-and-fall resulted in fractured teeth and ankle. Jury verdict for the plaintiff.
Ohio,,2022,Car Accident,Back Injury,verdict,1275000.0,1,14.058457520888082,News,Rear-end collision led to a lawsuit against both the driver and a tree removal company.
New York,,2022,Medical Malpractice,Wrongful Death,settlement,1000000.0,0,13.815511557963774,News,Physician failed to timely diagnose stage IV fallopian tube cancer. Patient died after the delayed diagnosis eliminated treatment options.
Pennsylvania,PA (statewide list),2022,Car Accident,Multiple Injuries,verdict,1000000.0,1,13.815511557963774,TopVerdict,"An underinsured motorist claim tried against the plaintiff's own insurance carrier after a collision involving a truck. The jury returned a $1,000,000 verdict."
Mississippi,,2022,Premises Liability,Wrongful Death,verdict,1000000.0,1,13.815511557963774,CourtListener,The jury found that the City had violated Ruth Harrion’s constitutional due process rights under § 1983 and awarded $1 million in damages.
Pennsylvania,PA (statewide list),2022,Truck Accident,Wrongful Death,settlement,950000.0,0,13.76421831620775,TopVerdict,"Wrongful death settlement in a fatal collision involving a truck, with vicarious liability claims against the driver's employer. The estate settled for $950,000."
Pennsylvania,Allegheny,2022,Car Accident,Multiple Injuries,verdict,900000.0,1,13.710151153416941,TopVerdict,"A 77-year-old woman stopped in traffic on Route 22 in Monroeville was rear-ended by a driver traveling about 40 mph, leaving her with permanent inner ear vestibular damage. The $900,000 Allegheny County verdict was twelve times the insurer's top pretrial offer of $75,000."
Pennsylvania,PA (statewide list),2022,Car Accident,Wrongful Death,settlement,897000.0,0,13.706812255867513,TopVerdict,"Fatal head-on collision involving a drunk driver, with negligent entrustment and gross negligence claims. The wrongful death case settled for $897,000."
Texas,,2022,Workplace Injury,Other,verdict,870861.08,1,13.677238896568575,CourtListener,The trial court signed a final judgment against Oncor awarding Victor and Oscar damages and prejudgment interest totaling $532.
Ohio,,2022,Bus Accident,Wrongful Death,verdict,782196.0,1,13.569861905959964,CourtListener,"McNelis”), and Thomas Crain (“Thomas”) (collectively, the “plaintiffs”), appeal the October 27, 2021, judgment entry of the Trumbull County Court of Common Pleas, Probate Division, assessing damages of $2,038 against appellee Frederick Crain (“Frederick”) and the court’s December 2, 2021, judgmen."
Pennsylvania,PA (statewide list),2022,Car Accident,Wrongful Death,settlement,775000.0,0,13.560619598657233,TopVerdict,"A fatal single-vehicle crash blamed on a dangerous roadway condition that PennDOT allegedly failed to maintain. The wrongful death claim settled for $775,000."
Ohio,,2022,Other,Wrongful Death,verdict,750000.0,1,13.527829818844937,CourtListener,The jury returned a verdict in favor of Molai on the breach of contract claim and awarded him damages of $750.
Pennsylvania,PA (statewide list),2022,Pedestrian Accident,Wrongful Death,settlement,715000.0,0,13.480039220276565,TopVerdict,"A pedestrian was struck and killed by a truck, with vicarious liability claims against the driver's employer. The wrongful death case settled for $715,000."
Utah,,2022,Car Accident,Wrongful Death,settlement,650000.0,0,13.384729180332174,CourtListener,"In pretrial litigation in the district court, he disclosed over $650,000 in medical damages and claimed total damages in the millions."
New York,Niagara,2022,Car Accident,Shoulder Injury,verdict,550000.0,1,13.217675375388819,STATE_COURT,"T-intersection collision causing a torn shoulder labrum requiring arthroscopic repair, post-traumatic AC joint arthritis, and permanent range-of-motion restrictions. $550,000 pain and suffering award, subject to a 25 percent liability reduction."
Ohio,,2022,Bus Accident,Wrongful Death,settlement,531488.13,0,13.183438025002793,CourtListener,The parties stipulated to the negligence of Held as causing the death of Yoli and the matter was tried on the issue of damages only and the jury awarded $531.
Michigan,,2022,Car Accident,Other,settlement,500000.0,0,13.122365377402328,News,Delivery company driver caused injuries in an auto accident.
Pennsylvania,PA (statewide list),2022,Pedestrian Accident,Wrongful Death,settlement,500000.0,0,13.122365377402328,TopVerdict,"A pedestrian was struck and killed by a bus in a single-vehicle collision. The wrongful death claim settled for $500,000."
Illinois,,2022,Premises Liability,Other,verdict,490000.0,1,13.102162710901053,News,"Lowe's customer struck by a metal rod, developing complex regional pain syndrome."
Pennsylvania,PA (statewide list),2022,Pedestrian Accident,Wrongful Death,settlement,475000.0,0,13.07107218827772,TopVerdict,"A pedestrian was struck and killed by a vehicle, with the claim also alleging a dangerous condition on the premises. The wrongful death case settled for $475,000."
Arizona,,2022,Car Accident,Back Injury,verdict,460000.0,1,13.038983942375959,News,T-boned at intersection causing C5-C7 bulges and wrist nerve compression. Required cervical fusion and carpal tunnel release surgery.
Ohio,,2022,Car Accident,Back Injury,verdict,411364.06,1,12.927236323085285,CourtListener,"Because East Cleveland has stated that some records are no longer available, Crenshaw also claims damages for spoliation and forfeiture of records, along with statutory damages pursuant to R."
Michigan,,2022,Premises Liability,Other,settlement,400000.0,0,12.899222326086994,News,Zipline accident at a residential property caused injuries.
New York,,2022,Medical Malpractice,Soft Tissue Injury,settlement,350000.0,0,12.765691290604371,News,Newborn with undiagnosed mastoiditis and cholesteatoma suffered total hearing loss and facial paralysis from delayed treatment.
Michigan,,2022,Premises Liability,Other,verdict,330000.0,1,12.706850963741102,News,Head and neck injuries caused by dangerous premises conditions.
Virginia,,2022,Truck Accident,Wrongful Death,settlement,312413.0,0,12.652084510284125,CourtListener,"Truck Accident settlement of $312,413 in Virginia."
Indiana,,2022,Medical Malpractice,Other,verdict,300000.0,1,12.611541086966115,News,Excessive radiation exposure during treatment caused vaginal and rectal necrosis.
California,,2022,Premises Liability,Soft Tissue Injury,verdict,297000.0,1,12.601490784782536,News,"Minor attacked by a dog on the defendant's leased property, suffering serious bite injuries requiring medical treatment."
New York,,2022,Car Accident,Back Injury,verdict,250000.0,1,12.429220196836383,News,"Sideswiped at an intersection, causing spinal injuries with limited range of motion and neurological damage."
Florida,,2022,Bus Accident,Wrongful Death,settlement,247000.0,0,12.417147664184915,CourtListener,"The jury was instructed, deliberated, and awarded the estate $247,000 in damages."
Tennessee,,2022,Bus Accident,Back Injury,verdict,243000.0,1,12.400820837540556,CourtListener,"M2021-01335-COA-R3-CV This is an appeal from a jury verdict holding a real estate agent liable for common law negligence, intentional misrepresentation and fraud, negligent misrepresentation, and violation of the Tennessee Real Estate Broker License Act for his failure to disclose flooding and wa."
Pennsylvania,PA (statewide list),2022,Car Accident,Traumatic Brain Injury,verdict,190000.0,1,12.154784614286667,TopVerdict,"A head-on collision case tried to a jury verdict of $190,000. TopVerdict classifies the plaintiff's injuries as including a brain injury."
Virginia,,2022,Car Accident,Soft Tissue Injury,verdict,186312.0,1,12.135183334080027,News,Vehicle collision near an intersection caused motor vehicle injuries.
Arizona,,2022,Car Accident,Soft Tissue Injury,verdict,180000.0,1,12.100717685412471,News,Rear-ended by police officer at red light. Negligence claim against City of Scottsdale.
Pennsylvania,PA (statewide list),2022,Car Accident,Multiple Injuries,verdict,175000.0,1,12.07254696717504,TopVerdict,"An underinsured motorist and insurance breach of contract claim following a head-on collision. The jury awarded $175,000 against the insurer."
Pennsylvania,PA (statewide list),2022,Car Accident,Wrongful Death,settlement,160000.0,0,11.982935344196433,TopVerdict,"A fatal two-party car accident in which the at-fault driver also died, with the claim brought against that driver's estate. The wrongful death case settled for $160,000."
Pennsylvania,PA (statewide list),2022,Pedestrian Accident,Wrongful Death,settlement,130000.0,0,11.775297421715827,TopVerdict,"A pedestrian was struck and killed by a vehicle in a single-vehicle collision. The wrongful death claim settled for $130,000."
Texas,,2022,Slip and Fall,Soft Tissue Injury,verdict,129887.0,1,11.774427819638625,News,"Customer slipped on a hazardous floor condition at a Church's Chicken restaurant, sustaining injuries requiring medical treatment."
Pennsylvania,,2022,Bus Accident,Soft Tissue Injury,verdict,105000.0,1,11.561725152903833,News,"SEPTA bus passenger thrown when the driver braked suddenly, causing soft tissue injuries."
Indiana,,2022,Car Accident,Soft Tissue Injury,verdict,100000.0,1,11.51293546492023,News,"Police officer rear-ended while on duty, sustaining soft tissue injuries."
South Carolina,,2022,Medical Malpractice,Other,verdict,100000.0,1,11.51293546492023,News,Dermatologist misdiagnosed basal cell carcinoma.
Tennessee,,2022,Truck Accident,Back Injury,settlement,75000.0,0,11.225256725762893,CourtListener,"M2020-01063-COA-R3-CV ___________________________________ Following a two-vehicle car accident in DeKalb County, Tennessee, between plaintiff James E."
Louisiana,,2022,Bus Accident,Back Injury,verdict,70000.0,1,11.156264806643742,CourtListener,"This initiated the parties’ physical separation, and thereafter divorce and child custody litigation ensued."
Virginia,Frederick,2022,Personal Injury,Other,verdict,50299.0,1,10.82576035608783,STATE_COURT,"Virginia District Court Motion for Judgment, (Frederick), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 50,299"
Virginia,Norfolk,2022,Personal Injury,Other,verdict,50087.0,1,10.821536737425147,STATE_COURT,"Virginia District Court Motion for Judgment, (Norfolk), plaintiff represented by RUTTER MILLS, LLP, judgment for plaintiff, total 50,087"
Virginia,Albemarle,2022,Personal Injury,Other,verdict,50084.0,1,10.821476841045865,STATE_COURT,"Virginia District Court Motion for Judgment, (Albemarle), plaintiff represented by ALLEN, ALLEN, ALLEN & ALLEN, total 50,084, notes: TRANSFER TO CIRCUIT"
Virginia,Norfolk,2022,Personal Injury,Other,verdict,50065.0,1,10.821097413976181,STATE_COURT,"Virginia District Court Motion for Judgment, (Norfolk), plaintiff represented by RUTTER MILLS, LLP, judgment for plaintiff, total 50,065"
Virginia,Richmond,2022,Personal Injury,Other,verdict,50064.0,1,10.821077440141902,STATE_COURT,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 50,064"
Virginia,Stafford,2022,Personal Injury,Other,verdict,50055.0,1,10.820897657678199,STATE_COURT,"Virginia District Court Motion for Judgment, (Stafford), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 50,055, notes: STATUS"
Virginia,Richmond,2022,Personal Injury,Other,verdict,50052.0,1,10.820837723006973,STATE_COURT,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 50,052, notes: TRANSFERED TO NORTHUMBERLAND COUNTY GDC"
Virginia,Richmond,2022,Personal Injury,Other,verdict,50052.0,1,10.820837723006973,STATE_COURT,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 50,052, notes: TRANSFERRED TO HANOVER COUNTY GDC"
Virginia,Richmond,2022,Personal Injury,Other,verdict,50052.0,1,10.820837723006973,STATE_COURT,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for transfer/change of venue, total 50,052"
Virginia,Richmond,2022,Personal Injury,Other,verdict,50052.0,1,10.820837723006973,STATE_COURT,"Virginia District Court Motion for Judgment, (Richmond), plaintiff represented by TRONFELD, WEST, judgment for other, total 50,052, notes: NON SUIT AS TO JOHN DOE; DISMISSED W/ PREJUDICE AS TO SANCHEZ"
