months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,auto_year,policy_state,policy_csl,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,auto_make,fraud_reported
1,29,500,854.58,0,52200,0,15,1,2,3,2003,OH,500/1000,FEMALE,JD,craft-repair,paintball,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,?,YES,Honda,0
26,39,1000,770.76,0,0,-53700,0,1,0,2,2015,IN,250/500,MALE,Masters,tech-support,sleeping,husband,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,NO,?,Mercedes,0
202,38,2000,1132.74,0,0,-37500,12,1,1,1,2005,IL,100/300,FEMALE,Associate,armed-forces,exercise,husband,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,YES,NO,Nissan,0
289,48,500,1173.37,8000000,0,-42700,1,1,1,0,1999,IL,500/1000,FEMALE,PhD,handlers-cleaners,board-games,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,?,?,Accura,0
61,26,2000,1188.28,6000000,0,-53800,16,2,1,0,2015,OH,100/300,FEMALE,JD,farming-fishing,skydiving,wife,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,YES,NO,Ford,1
334,46,1000,876.88,6000000,0,0,2,1,2,1,1998,IL,100/300,MALE,MD,sales,reading,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,NO,NO,Jeep,0
12,24,1000,1143.95,0,51400,0,13,3,2,1,2011,IL,500/1000,FEMALE,PhD,tech-support,paintball,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,NO,?,Nissan,0
86,29,2000,1409.06,0,74200,-68100,0,1,2,2,2005,IL,100/300,MALE,High School,prof-specialty,yachting,husband,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,NO,YES,Accura,0
83,24,1000,1070.63,0,0,0,0,3,0,1,2003,IN,500/1000,FEMALE,High School,machine-op-inspct,board-games,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,?,NO,Honda,0
126,30,2000,916.13,0,55300,-58400,16,3,2,0,2002,IL,500/1000,MALE,College,sales,golf,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,YES,NO,Mercedes,0
209,38,500,1191.5,0,38600,-52900,8,1,2,0,2015,OH,250/500,MALE,High School,priv-house-serv,reading,husband,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,NO,?,Audi,0
283,48,1000,1474.66,0,0,-46200,9,1,2,3,2003,OH,500/1000,FEMALE,JD,sales,paintball,husband,Parked Car,?,Trivial Damage,Police,NY,Hillsdale,?,NO,Volkswagen,0
194,34,1000,1193.45,0,0,0,11,1,2,1,1997,IL,250/500,MALE,JD,other-service,hiking,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,?,YES,Nissan,0
184,38,1000,1437.53,0,0,0,6,3,0,2,2013,IL,250/500,FEMALE,College,transport-moving,chess,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,?,NO,Dodge,1
479,60,2000,1304.83,0,0,0,18,1,0,0,2001,IL,100/300,FEMALE,College,other-service,cross-fit,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,NO,NO,Honda,0
284,48,1000,1168.8,0,0,-42400,11,1,0,3,2001,OH,250/500,FEMALE,JD,tech-support,movies,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,?,YES,Mercedes,0
65,27,1000,1164.97,0,43000,-42500,17,1,1,2,2004,IN,100/300,FEMALE,College,adm-clerical,exercise,wife,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,?,YES,Chevrolet,0
222,39,1000,1232.72,0,87800,-51200,21,3,1,0,1999,IL,250/500,MALE,High School,armed-forces,hiking,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,?,NO,Jeep,1
196,41,2000,1800.76,0,0,-78600,0,3,1,0,2009,IL,250/500,MALE,JD,protective-serv,camping,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,NO,NO,Jeep,0
253,43,500,1187.01,7000000,46300,-33000,9,1,0,1,2014,IL,500/1000,FEMALE,Associate,tech-support,exercise,unmarried,Vehicle Theft,?,Trivial Damage,Police,NY,Northbrook,NO,?,Chevrolet,0
280,43,1000,1559.34,0,0,-51600,1,1,0,2,2004,IN,100/300,MALE,JD,transport-moving,hiking,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,NO,?,Accura,0
5,26,2000,1137.02,0,31500,0,22,1,1,3,2003,IL,250/500,FEMALE,PhD,farming-fishing,skydiving,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,YES,?,Audi,0
220,42,1000,1281.72,0,33500,-49500,20,4,0,2,2005,IN,100/300,MALE,College,farming-fishing,hiking,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,NO,YES,Honda,0
85,30,1000,796.35,0,72400,-77000,9,3,2,1,2004,OH,100/300,FEMALE,MD,craft-repair,video-games,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,YES,YES,Ford,0
266,46,500,1270.02,0,0,-45800,5,1,1,2,2004,OH,250/500,FEMALE,Associate,tech-support,skydiving,own-child,Parked Car,?,Minor Damage,Police,NC,Northbrook,NO,?,Toyota,0
41,26,1000,1383.13,0,46700,0,12,1,1,1,1997,IL,100/300,FEMALE,JD,prof-specialty,exercise,own-child,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,YES,?,Jeep,0
316,45,2000,1290.74,5000000,58300,0,6,3,2,0,2013,IL,100/300,FEMALE,High School,prof-specialty,kayaking,husband,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,NO,YES,Suburu,0
285,47,1000,1216.68,0,55100,0,8,1,1,1,2013,IN,100/300,FEMALE,Masters,sales,basketball,other-relative,Vehicle Theft,?,Trivial Damage,Police,SC,Columbus,NO,NO,Ford,0
379,54,500,1251.16,0,41400,0,14,1,0,1,2010,IL,100/300,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,?,NO,Jeep,0
15,34,2000,1586.41,0,33500,-58900,10,1,1,3,2010,IN,250/500,FEMALE,High School,sales,video-games,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,YES,?,BMW,1
354,48,2000,1526.11,5000000,0,0,12,1,2,3,1995,IL,500/1000,FEMALE,Masters,sales,exercise,unmarried,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,?,YES,Chevrolet,0
342,53,1000,1028.44,0,0,0,12,1,0,0,2000,IN,100/300,FEMALE,College,prof-specialty,dancing,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,?,NO,Accura,0
169,38,1000,1555.94,0,23300,0,12,3,1,3,2012,IL,100/300,MALE,PhD,craft-repair,skydiving,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,NO,YES,Mercedes,0
339,49,2000,1570.77,0,98800,-65300,13,1,0,3,2009,IN,500/1000,MALE,JD,adm-clerical,paintball,not-in-family,Vehicle Theft,?,Minor Damage,,SC,Columbus,NO,NO,Mercedes,0
259,42,2000,1170.53,0,65000,-49200,17,3,1,2,2006,OH,100/300,FEMALE,PhD,armed-forces,sleeping,wife,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,NO,YES,Nissan,0
65,23,1000,1099.95,0,0,-71900,14,1,1,0,2005,OH,250/500,FEMALE,College,sales,dancing,wife,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,NO,YES,Accura,1
254,46,2000,1472.43,0,0,-90600,3,3,1,3,2004,IL,250/500,MALE,MD,tech-support,basketball,husband,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,?,YES,Volkswagen,0
440,55,500,1275.62,0,0,-56200,18,3,2,1,1995,IL,250/500,FEMALE,Associate,priv-house-serv,reading,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,YES,NO,Nissan,0
478,63,1000,1292.3,0,47600,0,5,1,1,3,2007,IL,250/500,MALE,High School,adm-clerical,paintball,own-child,Parked Car,?,Minor Damage,,VA,Northbend,YES,NO,Dodge,1
230,44,2000,1009.37,0,45400,-39400,19,1,0,2,2015,IN,250/500,FEMALE,College,prof-specialty,hiking,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,NO,YES,BMW,0
138,30,500,1093.07,4000000,27700,-72400,0,1,2,2,2011,OH,500/1000,FEMALE,PhD,other-service,reading,wife,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,?,NO,Volkswagen,0
239,41,1000,1325.44,7000000,51400,-6300,22,1,0,2,2013,OH,250/500,FEMALE,JD,farming-fishing,paintball,other-relative,Parked Car,?,Trivial Damage,Police,NC,Arlington,?,YES,Mercedes,0
93,31,2000,1017.18,0,0,0,21,3,1,3,2014,IL,100/300,FEMALE,MD,prof-specialty,paintball,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,YES,NO,Saab,0
37,25,1000,1221.17,0,49300,0,4,3,0,0,1996,OH,100/300,FEMALE,Masters,protective-serv,golf,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,YES,YES,Suburu,0
254,40,500,1927.87,0,0,0,10,1,0,1,1996,IN,100/300,MALE,MD,prof-specialty,yachting,husband,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,YES,?,Honda,1
131,29,1000,978.27,0,65700,0,5,1,1,3,2003,IN,250/500,FEMALE,Associate,sales,paintball,own-child,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,?,NO,Suburu,0
230,43,2000,1221.14,0,48100,0,13,1,0,2,2002,IN,100/300,MALE,MD,prof-specialty,board-games,wife,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,?,?,Audi,0
313,50,2000,1255.62,0,0,0,18,3,2,1,1995,OH,100/300,MALE,MD,armed-forces,polo,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,YES,YES,Ford,1
210,38,500,999.52,0,0,0,6,1,1,2,2008,IN,250/500,MALE,JD,tech-support,golf,other-relative,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,?,NO,Accura,0
101,29,500,1380.89,0,30000,-53000,0,3,2,1,1996,OH,250/500,MALE,PhD,armed-forces,dancing,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,?,?,BMW,0
153,37,500,1010.77,0,52300,-55600,5,3,0,3,1999,IN,500/1000,MALE,High School,transport-moving,basketball,unmarried,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,?,NO,Volkswagen,0
337,53,500,1205.86,0,0,-34600,8,1,0,1,2001,OH,100/300,MALE,Associate,armed-forces,basketball,wife,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,YES,NO,Accura,0
360,51,1000,1526.61,0,0,-32900,5,1,2,2,2009,IL,500/1000,MALE,Masters,handlers-cleaners,chess,not-in-family,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,YES,?,Dodge,1
428,53,1000,1496.44,0,0,0,9,1,2,2,2013,IL,100/300,FEMALE,High School,tech-support,camping,unmarried,Parked Car,?,Trivial Damage,Police,NC,Springfield,YES,NO,Honda,0
204,40,500,1256.2,0,0,0,10,3,1,2,2013,IL,100/300,FEMALE,JD,sales,hiking,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,YES,YES,Saab,0
364,51,500,1268.35,0,0,0,16,1,2,1,2014,IL,100/300,MALE,Masters,transport-moving,board-games,wife,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,YES,NO,Volkswagen,1
185,35,2000,1421.59,0,0,0,8,1,2,3,2011,IN,500/1000,MALE,College,other-service,sleeping,own-child,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,?,YES,Ford,0
63,26,500,1500.04,6000000,0,-36500,5,1,0,2,2004,IL,500/1000,MALE,PhD,craft-repair,polo,own-child,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,NO,YES,Accura,0
210,35,500,1433.24,0,0,-19500,11,3,2,1,2006,IL,100/300,FEMALE,College,exec-managerial,yachting,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,NO,?,Saab,1
194,38,2000,1231.25,0,46500,0,15,3,1,0,2011,IN,100/300,FEMALE,PhD,craft-repair,movies,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,?,?,Toyota,0
294,49,500,1135.43,0,22700,0,23,3,1,1,2010,IN,500/1000,MALE,Masters,farming-fishing,bungie-jumping,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,YES,YES,Chevrolet,0
272,41,2000,945.73,5000000,38600,-42800,23,1,0,0,2009,OH,250/500,MALE,MD,protective-serv,chess,wife,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,NO,NO,Ford,1
27,27,2000,1118.76,0,0,-55800,23,1,1,3,2008,IN,100/300,FEMALE,College,adm-clerical,dancing,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,?,?,Ford,0
251,39,2000,1231.98,0,0,-31700,10,1,0,0,1997,IN,500/1000,FEMALE,Associate,other-service,hiking,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,YES,?,Dodge,0
180,33,2000,1005.47,0,58100,-49000,12,4,2,3,2002,IN,500/1000,FEMALE,JD,protective-serv,hiking,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,?,YES,Jeep,0
392,50,2000,1108.97,0,68400,-66800,4,1,2,2,2002,OH,100/300,FEMALE,PhD,exec-managerial,exercise,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,NO,YES,Saab,0
143,30,500,1392.39,5000000,0,-65700,16,1,2,0,2010,IN,100/300,FEMALE,High School,exec-managerial,dancing,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,NO,YES,Toyota,0
371,54,2000,1317.97,0,34700,-81000,18,3,1,2,2010,IN,100/300,MALE,High School,craft-repair,movies,wife,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,?,?,Ford,1
292,42,1000,1588.22,0,0,-53800,15,3,1,1,2007,IN,250/500,MALE,JD,machine-op-inspct,camping,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,YES,NO,Chevrolet,0
165,35,500,900.02,6000000,0,-49900,8,1,1,3,2008,IL,250/500,MALE,College,craft-repair,camping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,NO,YES,BMW,0
158,33,1000,1744.64,3000000,0,0,4,3,0,1,1998,OH,100/300,MALE,JD,prof-specialty,movies,unmarried,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,NO,NO,Volkswagen,0
241,39,1000,1260.56,0,0,-54900,20,3,0,2,2010,OH,250/500,FEMALE,JD,adm-clerical,paintball,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,NO,YES,Jeep,0
103,33,2000,1021.14,0,69500,-47700,1,3,2,3,2014,OH,500/1000,FEMALE,Masters,other-service,paintball,wife,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,NO,?,Dodge,0
402,54,2000,1285.09,0,48000,-79600,19,1,0,2,2013,OH,250/500,MALE,JD,farming-fishing,board-games,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,NO,YES,Mercedes,1
102,32,500,1537.07,3000000,0,0,11,1,1,0,2004,OH,100/300,MALE,JD,tech-support,chess,wife,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,NO,NO,Chevrolet,1
182,40,1000,1022.42,0,50000,-56900,13,1,0,2,2008,IN,100/300,MALE,PhD,other-service,skydiving,husband,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,YES,?,Audi,0
282,46,2000,1558.86,0,51100,-75100,2,1,2,2,2012,OH,100/300,MALE,MD,other-service,dancing,wife,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,?,NO,BMW,0
222,39,500,1757.87,0,71400,0,9,3,2,1,1996,OH,500/1000,MALE,High School,transport-moving,board-games,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,YES,?,Saab,1
415,52,1000,973.5,0,50400,0,15,2,1,3,2003,IN,250/500,MALE,PhD,machine-op-inspct,polo,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,YES,YES,Toyota,0
51,34,500,1430.8,0,0,0,23,1,2,3,2007,OH,500/1000,MALE,PhD,machine-op-inspct,camping,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,?,NO,Honda,1
255,45,500,1192.27,0,0,-40200,16,1,2,0,2006,IL,500/1000,MALE,High School,sales,base-jumping,own-child,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,NO,YES,Ford,0
143,31,500,1163.83,0,37700,0,21,4,2,0,1999,IL,250/500,MALE,Associate,protective-serv,movies,husband,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,YES,?,Audi,0
130,28,1000,1003.15,0,0,-38500,21,2,2,1,2010,OH,500/1000,FEMALE,JD,farming-fishing,movies,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,YES,NO,Ford,0
242,41,2000,1153.54,6000000,0,-57000,3,3,0,1,2009,OH,250/500,MALE,Masters,protective-serv,polo,unmarried,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,NO,?,Toyota,0
96,27,1000,1631.1,0,0,0,4,1,1,2,2007,IL,100/300,FEMALE,High School,priv-house-serv,exercise,wife,Parked Car,?,Trivial Damage,Police,WV,Arlington,?,NO,Nissan,0
180,35,1000,1252.48,0,0,-55800,17,1,1,3,2000,IL,500/1000,MALE,MD,machine-op-inspct,yachting,wife,Vehicle Theft,?,Minor Damage,,OH,Springfield,?,NO,Chevrolet,0
150,30,1000,1677.26,0,40100,0,7,1,1,3,2013,IN,100/300,MALE,College,sales,yachting,own-child,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,YES,YES,Volkswagen,0
463,59,1000,979.73,0,51700,0,14,2,1,2,1999,IL,250/500,FEMALE,JD,exec-managerial,yachting,not-in-family,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,?,NO,Chevrolet,1
472,64,500,989.24,0,0,0,13,1,2,3,2002,IN,250/500,MALE,Masters,other-service,skydiving,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,NO,NO,Mercedes,0
75,25,1000,1389.86,0,0,0,23,2,2,3,2011,IL,500/1000,FEMALE,Associate,priv-house-serv,hiking,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,?,YES,Saab,0
193,40,500,1233.85,0,0,0,23,3,2,1,1999,OH,100/300,FEMALE,College,handlers-cleaners,chess,husband,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,?,YES,Ford,0
43,43,500,1320.39,0,0,0,16,1,2,1,1996,IL,500/1000,FEMALE,Associate,armed-forces,yachting,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,?,?,Honda,1
253,41,1000,1435.09,0,36600,0,17,1,2,0,1995,IN,100/300,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,NO,?,Chevrolet,0
152,30,500,1448.54,0,58600,0,9,1,1,1,2000,IN,500/1000,FEMALE,JD,craft-repair,polo,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,YES,?,Toyota,1
160,38,500,1733.56,0,0,-43800,13,3,2,1,1996,OH,250/500,MALE,High School,sales,sleeping,wife,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,NO,YES,Mercedes,0
56,36,500,1533.07,0,0,-28800,13,1,1,2,2001,IN,100/300,MALE,JD,farming-fishing,exercise,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,YES,YES,Ford,0
286,41,500,1106.77,0,45500,-62500,3,1,2,0,2003,IL,100/300,FEMALE,College,prof-specialty,golf,other-relative,Parked Car,?,Trivial Damage,Police,WV,Columbus,?,NO,Dodge,0
3,29,500,995.7,5000000,0,0,3,1,2,1,2008,IL,100/300,FEMALE,JD,priv-house-serv,chess,unmarried,Parked Car,?,Trivial Damage,Police,PA,Springfield,?,?,Mercedes,1
286,41,1000,1298.85,6000000,71300,-70300,16,3,1,3,2007,IL,250/500,FEMALE,High School,sales,camping,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,?,YES,Saab,0
239,38,1000,1276.73,5000000,0,0,12,3,1,3,2003,OH,250/500,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,NO,?,Saab,0
64,29,2000,1202.28,0,0,-61400,4,1,1,2,2007,OH,250/500,MALE,High School,exec-managerial,cross-fit,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,?,NO,Nissan,1
98,31,500,671.92,0,0,-26400,3,1,2,0,1997,IN,100/300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,?,?,Ford,0
16,35,1000,1358.03,0,59300,-31400,0,1,2,1,2008,IL,250/500,MALE,JD,sales,chess,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,NO,?,Volkswagen,1
70,27,1000,1008.79,4000000,46000,0,19,1,2,3,2000,IN,250/500,FEMALE,Masters,adm-clerical,video-games,own-child,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,NO,?,Toyota,0
75,27,1000,1141.1,0,0,0,15,2,0,1,2008,OH,100/300,MALE,JD,armed-forces,movies,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,?,YES,Toyota,0
246,44,1000,1397.0,0,0,0,6,1,1,0,1997,OH,100/300,MALE,High School,machine-op-inspct,reading,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,NO,NO,Accura,0
110,27,1000,1664.66,0,0,-66200,3,1,0,3,2010,OH,500/1000,FEMALE,Associate,priv-house-serv,golf,own-child,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,?,?,Audi,0
236,39,1000,1151.39,4000000,0,-63900,17,1,0,0,2003,IN,250/500,FEMALE,Masters,exec-managerial,reading,wife,Parked Car,?,Minor Damage,Police,NY,Springfield,YES,?,Accura,0
267,46,2000,1546.01,0,0,0,4,4,2,1,1996,OH,100/300,FEMALE,MD,adm-clerical,polo,wife,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,NO,?,Volkswagen,0
463,57,500,1063.67,0,0,0,14,1,2,0,1995,IL,250/500,MALE,Masters,priv-house-serv,dancing,wife,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,NO,YES,Dodge,0
303,46,1000,709.14,0,0,0,3,3,1,0,2006,IN,100/300,MALE,Masters,machine-op-inspct,kayaking,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,NO,NO,Toyota,0
137,30,500,1039.55,0,55600,-59700,4,3,2,1,2005,IL,250/500,MALE,MD,exec-managerial,kayaking,unmarried,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,?,?,Chevrolet,0
56,42,500,1339.39,0,0,0,13,1,1,2,1998,IL,250/500,FEMALE,Associate,adm-clerical,chess,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,?,YES,BMW,0
75,27,1000,1202.75,0,57900,-90100,23,3,0,2,2003,IN,250/500,MALE,High School,handlers-cleaners,board-games,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,NO,YES,Volkswagen,0
131,33,2000,1081.17,0,0,-65200,3,1,0,1,2010,IL,100/300,MALE,MD,sales,yachting,wife,Parked Car,?,Minor Damage,Police,NY,Northbend,?,NO,Toyota,0
153,34,500,991.39,0,45600,-61400,0,3,1,0,2000,IL,250/500,MALE,High School,tech-support,paintball,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,?,NO,Nissan,0
255,43,500,984.02,0,75800,0,14,2,2,2,2007,IN,500/1000,FEMALE,JD,transport-moving,board-games,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,?,?,Nissan,1
103,26,500,1354.83,0,66300,0,14,2,2,2,2010,IL,100/300,MALE,MD,tech-support,sleeping,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,NO,?,Volkswagen,0
97,28,1000,830.31,0,0,-32600,22,1,1,0,2006,OH,100/300,MALE,JD,farming-fishing,video-games,husband,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,?,?,Jeep,0
214,36,2000,987.42,7000000,0,0,17,3,0,3,2006,IL,100/300,FEMALE,Associate,machine-op-inspct,kayaking,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,NO,?,Saab,0
438,57,500,1119.29,0,0,0,14,1,0,0,2000,OH,500/1000,FEMALE,MD,machine-op-inspct,chess,husband,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,?,NO,Volkswagen,1
87,27,500,1048.39,0,0,0,2,1,2,1,1996,OH,100/300,FEMALE,Masters,transport-moving,polo,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,?,YES,Ford,0
27,28,1000,1074.47,0,0,0,4,1,2,0,2012,OH,500/1000,MALE,MD,protective-serv,camping,wife,Parked Car,?,Trivial Damage,Police,WV,Riverwood,?,?,Jeep,0
206,42,1000,1230.76,0,0,-74200,2,1,1,1,1997,IL,500/1000,MALE,High School,machine-op-inspct,yachting,unmarried,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,?,NO,Saab,1
127,31,500,1255.02,0,58200,0,10,1,1,0,1996,OH,500/1000,MALE,Associate,sales,reading,not-in-family,Parked Car,?,Minor Damage,,SC,Riverwood,YES,NO,Nissan,0
422,60,1000,1555.52,0,43600,-67800,11,1,1,1,1999,IN,100/300,FEMALE,MD,machine-op-inspct,hiking,own-child,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,YES,NO,Mercedes,0
303,50,2000,836.11,5000000,0,0,1,4,1,2,2010,IL,100/300,MALE,Masters,sales,camping,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,YES,NO,Dodge,0
228,40,500,1450.98,0,43700,0,20,1,0,2,2010,IN,100/300,MALE,Associate,exec-managerial,base-jumping,husband,Parked Car,?,Trivial Damage,Police,WV,Northbend,?,NO,Toyota,0
